Key,French
opinion_mind.refuse_flirt_full,A refusé ma compagnie ! Quel culot !
opinion_mind.reward_me,M'a récompensé·e
opinion_mind.sex,Ont passé la nuit ensemble !
opinion_mind.shame_relative,A déshonoré un être aimé
opinion_mind.slight,M'a ignoré·e
opinion_mind.spouse,Époux·se
opinion_mind.suspicion_of_adultery,Soupçon d'adultère
opinion_mind.try_to_kill_me,A essayé de me tuer
opinion_mind.manners_good,A une attitude respectueuse
opinion_mind.manners_too_high,A une attitude trop respectueuse
opinion_mind.manners_too_low,Paysan·ne rustre
opinion_mind.pregnancy_father,Père de mon enfant
opinion_mind.pregnancy_mother,Mère de mon enfant
opinion_mind.dummy_bastard,Enfant bâtard d'un paysan
opinion_mind.lord_bastard,Enfant bâtard d'un noble
opinion_mind.child,Mon enfant
opinion_mind.parent,Mon père/ma mère
opinion_mind.rescued_from_captivity,M'a secouru·e de la captivité
opinion_mind.speeping_with_my_partner,Couche avec mon/ma partenaire !
opinion_mind.uncle,Oncle/Tante
opinion_mind.nephew,Neveu/Nièce
opinion_mind.brother,Frère/Sœur
opinion_mind.related_marriage,Unis par les liens du mariage
opinion_mind.returned_debt,A payé sa dette
opinion_mind.not_returned_debt,A trahi ma confiance
opinion_mind.not_returned_debt_neighbor,N'a pas payé sa dette à une province voisine
opinion_mind.player_paid_tribute,M'a payé un tribut
opinion_mind.player_refuse_to_pay,A refusé de payer
opinion_mind.king_demand_pay,M'a extorqué un tribut
opinion_mind.attacked_me,M'a attaqué·e
opinion_mind.attack_neighbors,Attaque les provinces voisines
opinion_mind.attack_traity,Agression à mon encontre
opinion_mind.attack_traity_neighbors,Agression à l'encontre d'une province voisine
opinion_mind.attack_coward,A fait défaut lors d'un duel
opinion_mind.vassal,Mon vassal
opinion_mind.senior,Mon suzerain
opinion_mind.vassal_duty_did,A accompli le devoir du vassal
opinion_mind.betrayal,M'a trahi·e
opinion_mind.betray_vassal_oath,A brisé le serment vassalique
opinion_mind.king_bastard,Un bâtard ne devrait pas porter de couronne !
opinion_mind.king_woman,Une femme ne devrait pas porter de couronne !
opinion_mind.greetings_me,M'a salué·e
opinion_mind.loot_my_village,A pillé mon village
opinion_mind.friend_of_bandits,Passe des accords avec les bandits de la forêt
opinion_mind.enemy_of_bandits,A vaincu les bandits de la forêt
opinion_mind.killed_wolves,A tué une meute de loups
opinion_mind.kicked_out,A provoqué mon exil
opinion_mind.take_title,Plus de titre
opinion_mind.kicked_out_my_lord,A exilé mon seigneur/ma dame
opinion_mind.discharge,Libéré·e de ses relations
opinion_mind.free_lord_terror,A tenté de tuer un/une noble libre
opinion_mind.my_teacher,Mon/ma mentor
opinion_mind.dictator_habits,Tendances dictatoriales
opinion_mind.threatened_me,A proféré des menaces à mon encontre
opinion_mind.crime_criminal_not_punished,Un criminel qui ne sera pas puni
opinion_mind.friend_of_my_child,Ami·e de l'enfant
opinion_mind.best_friend_of_my_child,Meilleur·e ami·e de l'enfant
opinion_mind.enemy_of_my_child,Ennemi·e de l'enfant
opinion_mind.worst_enemy_of_my_child,Pire ennemi·e de l'enfant
opinion_mind.friend_of_my_spouce,Ami·e de l'époux·se
opinion_mind.best_friend_of_my_spouce,Meilleur·e ami·e de l'époux·se
opinion_mind.enemy_of_my_spouce,Ennemi·e de l'époux·se
opinion_mind.worst_enemy_of_my_spouce,Pire ennemi·e de l'époux·se
opinion_mind.sex_with_other,Mon amour a couché avec quelqu'un d'autre
opinion_mind.caring_parent,Parent attentionné
opinion_mind.good_child,Descendance obéissante
opinion_mind.start_friend,Camarade de longue date
opinion_mind.start_sympathy,Sympathie
opinion_mind.start_dislike,Antipathie
opinion_mind.start_enemy,Ennemi·e juré·e
opinion_mind.too_smart,Intelligence supérieure
opinion_mind.sinner,Coupable de péchés (fanatisme)
opinion_mind.was_punished,A subi un châtiment
opinion_mind.trade_with_enemy,A fait du commerce avec mon ennemi
opinion_mind.dont_kill_bandits,A échoué à tuer les bandits
opinion_mind.kill_not_own_bandits,Se mêle des affaires des autres
opinion_mind.killed_my_friend,A tué mon ami·e
opinion_mind.killed_my_enemy,A tué mon ennemi·e
opinion_mind.first_night_together,Première nuit ensemble
opinion_mind.loot_vassal_village,A pillé un village vassal
opinion_mind.trade_with_me,Accord couronné de succès
opinion_mind.victorious_generosity,Générosité du vainqueur
opinion_mind.knocked_up_my_daughter,A fécondé ma fille
opinion_mind.rebelled_against_kin,S'est rebellé·e contre son propre monarque
opinion_mind.traitors_slander,Calomnie des renégats
opinion_mind.not_control_own_bandits,Ne contrôle pas ses bandits
opinion_mind.unholly_hospitality,A enfreint la sainteté de l'hospitalité
opinion_mind.demand_vassalage_to_me,A essayé de me réprimer
opinion_mind.mind_kidnaper,Ravisseur·euse
opinion_mind.mind_kidnaper_neighbore,A enlevé le/la noble de la province voisine
opinion_mind.mind_assassinate,A envoyé des assassins
opinion_mind.mind_assassinate_neighbore,A envoyé des assassins vers la province voisine
opinion_mind.dead_captive,L'otage a péri
opinion_mind.captive_hold,Détient un·e otage
opinion_mind.release_captive,A relâché un·e otage
opinion_mind.captive_terror,Torture un· otage
opinion_mind.lord_rebellion_support_heir_to_heir,A soutenu une révolte
opinion_mind.lord_rebellion_support_king_to_heir,N'a pas soutenu une révolte
opinion_mind.lord_rebellion_support_heir_to_king,N'a pas soutenu l'autorité légitime
opinion_mind.lord_rebellion_support_king_to_king,A soutenu l'autorité légitime
opinion_mind.poaching_my_lords,Débauche mes nobles
opinion_mind.betrayed_home,A trahi sa propre maison
opinion_mind.book_stealer,A volé des livres
opinion_mind.gold_stealer,A commis un cambriolage
opinion_mind.refuse_light_vassals,A refusé sa vassalisation
opinion_mind.showed_weakness,A été faible
opinion_mind.guest_death_for_owners,Mort suspecte d'un membre de la famille
opinion_mind.guest_death_for_opponents,Mort suspecte d'un hôte
opinion_mind.faceless,Horde impie
opinion_mind.not_faceless,N'appartient pas à la Horde impie
opinion_mind.hate_males,Déteste les hommes
opinion_mind.hate_females,Déteste les femmes
opinion_mind.blissful,Est aux anges
opinion_mind.saint,En odeur de sainteté
opinion_mind.drug_addict,Nectaromane
opinion_mind.coward,Lâche
opinion_mind.help_against_facelesse,A apporté son aide contre la Horde impie
opinion_mind.tried_to_poison,Tentative d'empoisonnement
opinion_mind.tried_to_poison_my_member,A essayé d'empoisonner mon seigneur/ma dame
opinion_mind.greedy,Cupide
opinion_mind.king_role_weaker_than_me,Plus faible que moi (Kaiden)
opinion_mind.king_role_stronger_than_me,Plus fort·e que moi (Kaiden)
opinion_mind.king_role_poorer_than_me,Plus pauvre que moi (Makha)
opinion_mind.king_role_reacher_than_me,Plus riche que moi (Makha)
opinion_mind.king_role_agnostic,Agnostique (Tanaya)
opinion_mind.king_role_fanatic,Fanatique (Tanaya)
opinion_mind.king_role_bandit_torelate,Tolère les bandits (Kaiden)
opinion_mind.king_role_fight_with_bandit,Combat les bandits (Kaiden)
opinion_mind.king_role_many_slaves,Beaucoup d'esclaves (Varn)
opinion_mind.king_role_no_slaves,Aucun esclave (Varn)
opinion_mind.king_role_vassal,Vassal (Varn)
opinion_mind.king_role_suzerain,Suzerain (Varn)
opinion_mind.king_role_dumber_than_me,Plus bête que moi (Makha)
opinion_mind.king_role_smarter_than_me,Plus intelligent·e que moi (Makha)
opinion_mind.women_king,Une femme sur le trône
opinion_mind.disinherited_me,M'a privé·e de mon héritage
opinion_mind.illigal_heir,Héritier·ère illégitime
opinion_mind.few_fanatics,Manque de fanatiques
opinion_mind.few_churchs,Pas assez de temples
opinion_mind.enough_fanatics,Beaucoup de fanatiques dans la cité
opinion_mind.enough_churchs,Suffisamment de temples
opinion_mind.blissful,Est aux anges
opinion_mind.provoke_duel,A provoqué un duel
opinion_mind.provoke_duel_neighbore,A provoqué un duel avec la province voisine
opinion_mind.declare_peace,Traité de paix
opinion_mind.trade_agreement,Accord commercial
opinion_mind.cruel_ruler,Monarque peu fiable
opinion_mind.bishop_frogivness,A reçu le pardon
opinion_mind.enemy_of_bandits_bishop,A détruit le camp des bandits
opinion_mind.pitty,Pitié
opinion_mind.help_in_rescue,A aidé lors de libération
opinion_mind.lord_lowborn,Petite noblesse
opinion_mind.matriarch_fanatic_mind,Nombre de fanatiques dans la cité ({percent})
opinion_mind.friend_lost_title,A privé mon ami·e de son titre
opinion_mind.bishop_opinion,Opinion de l'évêque
opinion_mind.defence_alliance_lost_soldier,Pertes subies par les renforts
opinion_mind.defence_alliance_lost_lord,Commandant supplémentaire perdu
opinion_mind.defence_alliance_broken,Alliance brisée
opinion_mind.defence_alliance,Appartient à la même alliance que moi
opinion_mind.defence_alliance_send_army,Respecte l'alliance
opinion_mind.defence_alliance_broken_neighbore,A trahi un allié
opinion_mind.new_bishop,Nouvel épiscopat
opinion_mind.enemy_of_my_ally,Ennemi·e de mon allié·e
opinion_mind.ally_of_my_enemy,Allié·e de mon ennemi·e
opinion_mind.same_culture,Même culture
opinion_mind.xenophobic_culture,Culture détestée
opinion_mind.slander_to_other_king,En veut à un autre monarque
opinion_mind.slander_from_other_king,A calomnié
opinion_mind.help_in_vassal_riot_to_vassal,A participé à la lutte pour l'indépendance
opinion_mind.help_in_vassal_riot_to_sir,A aidé un vassal rebelle
opinion_mind.help_in_lords_family_attack_to_victim,A participé à la défense d'une cité
opinion_mind.help_in_lords_family_attack_to_attacker,A aidé à repousser notre attaque
opinion_mind.help_in_lords_family_destroy_to_victim,A aidé à empêcher la cité d'être détruite
opinion_mind.help_in_lords_family_destroy_to_attacker,A aidé à empêcher la cité d'être détruite
opinion_mind.help_in_mountais_bandits_attack,A aidé à éliminer les maraudeurs
opinion_mind.helped_tanaya_king,Aide les monarques tanayas
opinion_mind.helped_makha_king,Aide les monarques makkhas
opinion_mind.rival_for_power,Adversaire
opinion_mind.crown_desire,Désire la couronne
opinion_mind.bishop_to_fanatic,Fanatique
opinion_mind.bishop_to_agnostic,Agnostique
opinion_mind.transfered_king,A renoncé à la couronne
opinion_mind.distrust,Méfiance
opinion_mind.try_to_vassal_my_vassal,Essaye de conquérir mon vassal
opinion_mind.contempt_of_genius,Tout autre monarque est insignifiant !
opinion_mind.force_neutrality_my_ally,A forcé la neutralité d'un·e allié·e
opinion_mind.force_neutrality_my_vassal,A forcé la neutralité d'un vassal
opinion_mind.force_neutrality_me,M'a obligé·e à rester neutre
opinion_mind.force_neutrality_to_leader,A brisé un accord
opinion_mind.competitor_for_influence,Est en compétition pour l'influence
opinion_mind.ally_was_attacked,A attaqué mon allié·e
opinion_mind.vassal_was_attacked,A attaqué mon vassal
opinion_mind.spouses_opinion_about_king,Opinion de l'époux·se
opinion_mind.sir_of_my_enemy,Suzerain de mon ennemi·e
opinion_mind.ally_of_my_enemy,Allié·e de mon ennemi·e
opinion_mind.bishop_is_dead,Mort suspecte d'un évêque
opinion_mind.purification_by_fire,S'est immolé·e par le feu
opinion_mind.personal_conflict_ignore,A peur de se retrouver au cœur d'un conflit
opinion_mind.personal_conflict_support_me,A pris ma défense dans un conflit
opinion_mind.personal_conflict_support_enemy,A pris la défense de mon ennemi·e dans un conflit
opinion_mind.betray_sir_oath,A brisé le serment du suzerain
opinion_mind.lord_neutralised,A aidé à se débarrasser d'un·e noble problématique
opinion_mind.apostate,A quitté sa religion
opinion_mind.purchase_stolen_rings,A acheté les anneaux sacrés qui m'avaient été dérobés !
opinion_mind.took_my_house,A volé ma maison !
opinion_mind.family_relative_strange_dead,Mort d'un proche
opinion_mind.want_to_burn_my_town,Veut réduire ma cité en cendres !
opinion_mind.want_to_burn_town_unfair_neighbores,Agression à l'encontre d'une province voisine
opinion_mind.defence_alliance_not_help,A trahi un allié
opinion_mind.praise_from_other_king,A reçu des éloges de la part d'un monarque voisin
opinion_mind.demand_tribute_neighbors,Exige un tribut des provinces voisines
opinion_mind.king_diplomacy,Communication avec l'émissaire
opinion_mind.strong_sir_army,La puissance de l'armée du suzerain
opinion_mind.allowed_death_of_close,A autorisé la mort d'un proche
opinion_mind.crown_envy,Envieux·se de la couronne
opinion_mind.forced_marriage,Mariage forcé
opinion_mind.ex_heir_enemy,Aurait dû accéder au trône
opinion_mind.king_defied_church,A contesté l'autorité de l'Église
opinion_mind.agnostic_to_fanatic,Maudit les fanatiques (agnosticisme)
opinion_mind.fanatic_to_agnostic,Maudit les agnostiques (fanatisme)
opinion_mind.untitled_to_others,Espère recevoir un titre de noblesse
opinion_mind.others_to_untitled,Mépris envers le personnage de basse noblesse
activity_state.ambush_panic.go_to,Échappe au danger
activity_state.ambush_panic.waiting,Subit une crise de panique
activity_state.ambush_prepare,Se prépare à une attaque
activity_state.atm.go_to,S'apprête à transporter le corps
activity_state.atm.process,Transporte le corps
activity_state.battle_follow_enemy,Poursuit l'ennemi
activity_state.battle_process,Se bat
activity_state.battle_squad_commander,Dirige une escouade
activity_state.battle_squad_go_to_formation,Va voir le commandant
activity_state.battle_squad_in_formation,Appartient à une escouade
activity_state.battle_win,Se réjouit de la victoire
activity_state.book_reading.go_to,Va lire de la poésie
activity_state.book_reading.process,Lit de la poésie
activity_state.burning.process,Agonise dans les flammes
activity_state.caravaneer.trade.go_to,Va faire des affaires
activity_state.caravaneer.trade.process,S'apprête à faire des affaires
activity_state.slave.trade.go_to,Se rend à la caravane
activity_state.free_lord.go_to,Attend un poste
activity_state.slave.suicide,Se suicide
activity_state.church.go_to,Se rend au temple
activity_state.church.morning_service.process,Sermon de joie
activity_state.church.morning_service.waiting,En attente du sermon
activity_state.church.pray,Prie
