Key,Italiana
opinion_mind.ally_of_my_enemy,Alleanza al mio nemico
opinion_mind.bishop_is_dead,Morte sospetta del vescovo
opinion_mind.purification_by_fire,Ha subito la purificazione del fuoco
opinion_mind.personal_conflict_ignore,Teme il coinvolgimento in un conflitto
opinion_mind.personal_conflict_support_me,Mi ha aiutato in battaglia
opinion_mind.personal_conflict_support_enemy,Ha aiutato un nemico in battaglia
opinion_mind.betray_sir_oath,Ha infranto il giuramento del sovrano
opinion_mind.lord_neutralised,Aiuto per sbarazzarsi di un nobile problematico
opinion_mind.apostate,Apostasia
opinion_mind.purchase_stolen_rings,Ha acquistato i miei anelli rubati!
opinion_mind.took_my_house,Mi ha preso la casa!
opinion_mind.family_relative_strange_dead,Morte di un parente
opinion_mind.want_to_burn_my_town,Vuole bruciare la mia città!
opinion_mind.want_to_burn_town_unfair_neighbores,Aggressione contro un vicino
opinion_mind.defence_alliance_not_help,Ha tradito un alleato
opinion_mind.praise_from_other_king,Riceve elogi da un vicino
opinion_mind.demand_tribute_neighbors,Chiede un tributo ai vicini
opinion_mind.king_diplomacy,Comunicazione con l'emissario
opinion_mind.strong_sir_army,Potenza dell'esercito del sovrano
opinion_mind.allowed_death_of_close,Ha permesso la morte di una persona cara
opinion_mind.crown_envy,Invidia della corona
opinion_mind.forced_marriage,Matrimonio forzato
opinion_mind.ex_heir_enemy,Ex pretendente al trono
opinion_mind.king_defied_church,Ha sfidato l'autorità della Chiesa
opinion_mind.agnostic_to_fanatic,Maledetti fanatici (agnosticismo)
opinion_mind.fanatic_to_agnostic,Maledetti agnostici (fanatismo)
opinion_mind.untitled_to_others,Invidia del titolo
opinion_mind.others_to_untitled,Disprezzo per il nobile minore
activity_state.ambush_panic.go_to,Fugge al pericolo
activity_state.ambush_panic.waiting,Ha un attacco di panico
activity_state.ambush_prepare,Si prepara all'attacco
activity_state.atm.go_to,Va a recuperare il corpo
activity_state.atm.process,Trasporta il corpo
activity_state.battle_follow_enemy,Insegue il nemico
activity_state.battle_process,Combatte
activity_state.battle_squad_commander,Comanda una squadra
activity_state.battle_squad_go_to_formation,Va dal comandante
activity_state.battle_squad_in_formation,Parte di una squadra
activity_state.battle_win,Gioisce della vittoria
activity_state.book_reading.go_to,Va a leggere poesie
activity_state.book_reading.process,Legge poesie
activity_state.burning.process,Brucia agonizzante
activity_state.caravaneer.trade.go_to,Va a commerciare
activity_state.caravaneer.trade.process,Commercia
activity_state.slave.trade.go_to,Va dal carovaniere
activity_state.free_lord.go_to,Attende l'assunzione
activity_state.slave.suicide,Commette un suicidio
activity_state.church.go_to,Va al tempio
activity_state.church.morning_service.process,Sermone felice
activity_state.church.morning_service.waiting,In attesa del sermone
activity_state.church.pray,Prega
activity_state.conversation.go_to,Va a parlare con {name}
activity_state.criminal.burglary.go_to,Va a fare irruzione in una casa
activity_state.criminal.burglary.lockpicking,Scassina la serratura
activity_state.criminal.burglary.process,Rapina una casa
activity_state.criminal.burglary.waiting,Attende un complice
activity_state.criminal.night_murder,Va a uccidere un nemico
activity_state.criminal.robbery,Cerca una vittima da rapinare
activity_state.criminal.storage_robbery.go_to,Va a saccheggiare un magazzino
activity_state.criminal.storage_robbery.process,Saccheggia un magazzino
activity_state.dead,Morte
activity_state.deep_social.go_to,Va a socializzare
activity_state.deep_social.process,Socializza
activity_state.deep_social.waiting,Attende qualcuno con cui parlare
activity_state.dice_of_fate.go_to,Va a divinare con le ossa
activity_state.dice_of_fate.process,Divina con le ossa
activity_state.dreaming.go_to,Va a sognare a occhi aperti
activity_state.dreaming.process,Sogna a occhi aperti
activity_state.drinking.go_to,Va a bere birra
activity_state.drinking.process,Beve alcolici
activity_state.drinking_nectar.go_to,Va a bere il nettare
activity_state.drinking_nectar.process,Beve il nettare
activity_state.eating.go_to,Va a mangiare
activity_state.eating.process,Mangia
activity_state.fight_trainer.go_to,Va a sovrintendere l'addestramento
activity_state.fight_trainer.process,Sovrintende l'addestramento
activity_state.fight_training.go_to,Va ad addestrarsi
activity_state.fight_training.waiting,Attende qualcuno con cui addestrarsi
activity_state.finish_off_enemy,Dà il colpo di grazia al nemico
activity_state.firefight.go_to,Corre a spegnere un incendio
activity_state.firefight.process,Spegne l'incendio
activity_state.game_of_dice.go_to,Va a giocare a dadi
activity_state.game_of_dice.process,Gioca a dadi
activity_state.game_of_dice.waiting,Attende un avversario
activity_state.home_pray.go_to,Va a pregare a casa
activity_state.inspector.go_to,Va a effettuare un'ispezione
activity_state.inspector.process,Effettua un'ispezione
activity_state.leaving_to_forest.go_to,Lascia l'insediamento
activity_state.music.listen.go_to,Va ad ascoltare la musica
activity_state.music.listen.process,Ascolta la musica
activity_state.music.play.go_to,Va a suonare uno strumento
activity_state.music.play.process,Suona uno strumento
activity_state.nothing,Ozia
activity_state.order.attack,Attacca {name}
activity_state.order.building_burning.go_to,Va a incendiare un edificio: {building}
activity_state.order.building_burning.process,Incendia un edificio: {building}
activity_state.order.building_robbery.go_to,Va a saccheggiare un edificio: {building}
activity_state.order.building_robbery.process,Saccheggia un edificio: {building}
activity_state.order.follow,Insegue {name}
activity_state.order.moving,Avanza
activity_state.order.travel_prepare.go_to,Avanza per prendere provvedimenti
activity_state.order.travel_prepare.process,Prende provvedimenti
activity_state.pain_shock,Perde conoscenza per il dolore
activity_state.patrol,Pattuglia
activity_state.punish_watching.go_to,Va ad assistere alla punizione
activity_state.punish_watching.process,Assiste alla punizione
activity_state.punish.go_to,Conduce un criminale
activity_state.punish.process,Infligge la punizione
activity_state.punish.search,Insegue il criminale
activity_state.punish.target.go_to,Va al patibolo
activity_state.punish.target.waiting,Attende la punizione
activity_state.punish.witness.go_to,Va a interrogare un testimone
activity_state.punish.witness.process,Interroga un testimone
activity_state.punish.witness.target.process,Fornisce una testimonianza
activity_state.punish.work_wait,Attende un lavoro
activity_state.punish.intimidate,Va a intimidire
activity_state.intimidate.process,Intimidisce
activity_state.retreat,Fugge
activity_state.rtm.go_to,Va a prendere le risorse
activity_state.rtm.process,Trasferisce le risorse
activity_state.salary.go_to,Va a prendere il compenso
activity_state.sex.go_to,Va a fare sesso
activity_state.sex.process,Fa sesso
activity_state.sex.waiting,Attende un partner
activity_state.shopping.go_to,Va al mercato
activity_state.shopping.process,Acquista merci
activity_state.sick_visit.go_to,Va a fare visita agli infermi
activity_state.sick_visit.process,Visita gli infermi
activity_state.sick_visit.target.process,È felice della visita
activity_state.sick_visit.target.waiting,Attende una visita
activity_state.skill_training.go_to,Va ad addestrarsi nell'abilità {skill_name}
activity_state.skill_training.process,Si addestra nell'abilità {skill_name}
activity_state.sleeping.fatigue.process,Dorme per lo sfinimento
activity_state.sleeping.go_to,Va a dormire
activity_state.sleeping.on_ground.process,Dorme a terra
activity_state.sleeping.process,Dorme
activity_state.social_relaxation.go_to,Va a riflettere
activity_state.social_relaxation.process_1,Pianifica il futuro
activity_state.social_relaxation.process_2,Riflette sul passato
activity_state.social_relaxation.process_3,Si gode il momento
activity_state.social_relaxation.process_4,Pensa alla morte
activity_state.social_relaxation.process_5,Riflette sul destino
activity_state.social_relaxation.process_6,Pensa ai suoi cari
activity_state.social_relaxation.process_7,Riflette sui fatti
activity_state.social_relaxation.process_8,Dubita dell'esistenza
activity_state.spend_time.drinking.go_to,Va a bere birra in compagnia
activity_state.spend_time.drinking.process,Beve birra in compagnia
activity_state.spend_time.hunt.go_to,Va a cacciare
activity_state.spend_time.hunt.waiting,Attende qualcuno con cui cacciare
activity_state.spend_time.music.go_to,Va a suonare uno strumento in compagnia
activity_state.spend_time.music.process,Suona uno strumento in compagnia
activity_state.spend_time.pray.go_to,Va a pregare in compagnia
activity_state.spend_time.pray.process,Prega in compagnia
activity_state.spend_time.waiting,Attende qualcuno
activity_state.spend_time.walking.process,Passeggia in compagnia
activity_state.take_equipment.go_to,Va a prendere l'equipaggiamento
activity_state.tantrum.binge.go_to,Va a fare baldoria
activity_state.tantrum.binge.process,Fa baldoria
activity_state.tantrum.crazy_pray.go_to,Si immerge in un'estasi religiosa
activity_state.tantrum.crazy_pray.process,In estasi religiosa
activity_state.tantrum.rage.process,Cerca qualcuno da picchiare
activity_state.tantrum.self_immolation.go_to,Pianifica di purificarsi con il fuoco
activity_state.trade.go_to,Va a commerciare con il carovaniere
activity_state.unconscious,Svenimento
activity_state.use_bandage,Ferma l'emorragia
activity_state.use_medicine.go_to,Va a prendere una medicina
activity_state.use_medicine.process,Prende la medicina
activity_state.walking,Passeggia
activity_state.dancing,
activity_state.wolf_walking,Esplora la foresta
activity_state.work.go_to,Va al lavoro
activity_state.work.process,Lavora
activity_state.chancellaty_interact.go_to,Va a studiare nuove conoscenze
activity_state.chancellaty_interact.interact,Studia nuove conoscenze
activity_state.slave_free.go_to,Va a liberare un prigioniero
activity_state.slave_free.making_free,Libera un prigioniero
activity_state.slave_free.wait,Attende la libertà
activity_state.pig_slaughter.go_to,Va a macellare i maiali
activity_state.tantrum.tantrum_insult,Va a discutere
activity_state.tantrum.depression,È in preda alla depressione
activity_state.tantrum.long_walk,Cammina in preda alla depressione
activity_state.tantrum.self_harm.go_to,Va a farsi del male
activity_state.tantrum.self_harm.process,Si fa del male
activity_state.tantrum.tantrum_beating,Va a picchiare qualcuno
activity_state.clerk.wait_for_work,Attende un compito
activity_state.clerk.talk_inspector,Riceve un compito
activity_state.clerk.give_order,Assegna un compito
activity_state.gallows_inspector.go_to,Va ad amministrare il patibolo
activity_state.gallows_inspector.process,Amministra il patibolo
activity_state.chancellry.go_to,Va ad amministrare la cancelleria
activity_state.chancellry.process,Amministra la cancelleria
activity_state.duel.go_to,Va ad affrontare un duello
activity_state.duel.waiting,Attende l'inizio del duello
activity_state.duel_watch.go_to,Va ad assistere al duello
activity_state.duel_watch.process,Assiste al duello
activity_state.bishop.transfer_runes,Consegna gli anelli al carovaniere
activity_state.enslave,Lega un ostaggio
activity_state.awaiting_inspector,Attende l'ispettore
activity_state.awaiting_building_site,Attende un ordine di costruzione
activity_state.criminal.kidnap.go_to,Va a rapire un nobile
activity_state.criminal.lord_kill.go_to,Va a uccidere un nobile
activity_state.criminal.lord_kill.process,Uccide un nobile
activity_state.criminal.kidnap.process,Lega un nobile
activity_state.criminal.captive.go_to,Va a catturare un nobile
activity_state.criminal.captive.process,Cattura un nobile
activity_state.criminal.steal_library.go_to,Va a saccheggiare la biblioteca
activity_state.criminal.steal_library.process,Saccheggia la biblioteca
activity_state.criminal.steal_hall.go_to,Va a saccheggiare il salone
activity_state.criminal.steal_hall.process,Saccheggia il salone
activity_state.criminal.kidnap.go_to,Va a rapire un nobile
activity_state.criminal.captive.process,Cattura un nobile
activity_state.tantrum.ring_robbery.go_to,Va a saccheggiare un edificio
activity_state.tantrum.ring_robbery.lockpicking,Scassina la serratura
activity_state.tantrum.ring_robbery.process,Saccheggia
activity_state.tantrum.eating.go_to,Va a mangiare della carne
activity_state.tantrum.eating.process,Mangia della carne
activity_state.tantrum.spent_time.go_to,Va a trascorrere il tempo con qualcuno
activity_state.tantrum.house_grab.go_to,Accompagna qualcuno a casa
activity_state.tantrum.make_gift.go_to,Va a fare un dono
activity_state.ceremony.watch,Osserva la cerimonia
activity_state.funeral_ceremony.process,Partecipa alla cerimonia del rogo
activity_state.wedding_ceremony.process,Partecipa alla cerimonia di matrimonio
activity_state.coronotaion_ceremony.process,Partecipa all'incoronazione
activity_state.ceremony.go_to,Partecipa alla cerimonia
activity_state.ceremony.waiting,Attende l'inizio della cerimonia
activity_state.archer_shooting,Tira con l'arco
activity_state.unleashing,Libera un alleato
activity_state.stay_back,Comanda la squadra da lontano
activity_state.village_headman_transfer_resources,Porta il tributo al magazzino
activity_state.go_to_breakdown,Va a distruggere
activity_state.breakdown_process,Distrugge
activity_state.wolf_prophecy_attack,Attacca la provincia
activity_state.contraband.go_to,Si dedica alla speculazione
activity_state.contraband.process,Si dedica alla speculazione
activity_state.out_of_burning.go_to,Abbandona l'edificio in fiamme
mind.abuse,Ho ricevuto un insulto!
mind.agnostic,Agnosticismo
mind.battle_commander_bonus,Abilità comandante
mind.battle_commander_dead,Il mio comandante è morto!
mind.battle_commander_retreat,Il mio comandante è fuggito!
mind.battle_enemy_commander_dead,Il comandante nemico è stato ucciso!
mind.battle_enemy_commander_retreat,Il comandante nemico è fuggito!
mind.battle_enemy_soldier_retreat,Un guerriero nemico è fuggito!
mind.battle_loose,Sconfitta in battaglia
mind.battle_soldier_retreat,Un guerriero della squadra è fuggito!
mind.battle_soldier_surrender,Un guerriero della squadra si è arreso!
mind.battle_soldier_dead,Un guerriero della squadra è stato ucciso!
mind.battle_commander_surrender,Il mio comandante si è arreso!
mind.battle_enemy_commander_surrender,Il comandante nemico si è arreso!
mind.battle_enemy_soldier_surrender,Un guerriero nemico si è arreso!
mind.battle_enemy_soldier_dead,Un guerriero nemico è stato ucciso!
mind.battle_win,Vittoria in battaglia
mind.catharsis,Catarsi
mind.close_actor_dead,Morte di una persona cara
mind.close_actor_heavy_disease,Grave malattia di una persona cara
mind.close_actor_low_mid_disease,Preoccupazione per la salute di una persona cara
mind.close_actor_punish,Punizione di una persona cara
mind.conversation_fatigue,Fatica da trattative
mind.conversation_reward,Ricompensa
mind.conversation_threat,Sotto minaccia
mind.conversation.rumors,Discussione di indiscrezioni
mind.crime_criminal_not_punished,Criminale impunito
mind.crime_punished,Ha subito un castigo
mind.crime_unfairly_punished,Vittima di abusi
mind.crime_victim,Vittima di un crimine
mind.deep_talk,Ha avuto una conversazione significativa!
mind.dice_of_fate_bad_luck,Le ossa predicono una perdita!
mind.dice_of_fate_luck,Le ossa mi promettono fortuna!
mind.disease_death_inevitable,Inevitabilità della morte
mind.disease_easy,Malattia lieve
mind.disease_hard,Malattia grave
mind.disease_middle,Malattia moderata
mind.drank,Effetto degli alcolici
mind.drank_nectar,Effetto del nettare
mind.beer_addiction,Brama di birra
mind.nectar_addiction,Brama di nettare
mind.enemy_actor_dead,Morte di un nemico
mind.enemy_actor_heavy_disease,Speranza per la morte di un nemico
mind.envy_happy,Invidia
mind.evil_joke,Ha subito una derisione!
mind.execution_watch,Ha assistito a un'esecuzione
mind.exhaustion,Sfinimento
mind.faction_actor_dead,Morte di un familiare
mind.fanatic,Fanatismo religioso
