Key,Ukrainian
opinion_mind.not_faceless,Не нечиста орда
opinion_mind.hate_males,Ненависть чоловіків
opinion_mind.hate_females,Ненависть жінок
opinion_mind.blissful,Блаженність
opinion_mind.saint,Святість
opinion_mind.drug_addict,Залежність
opinion_mind.coward,Боягузтво
opinion_mind.help_against_facelesse,Допомога проти Нечистої орди
opinion_mind.tried_to_poison,Спроба отруєння
opinion_mind.tried_to_poison_my_member,Спроба отруїти мого вельможу
opinion_mind.greedy,Жадібність
opinion_mind.king_role_weaker_than_me,"Слабше, ніж я (кейден)"
opinion_mind.king_role_stronger_than_me,"Сильніше, ніж я (кейден)"
opinion_mind.king_role_poorer_than_me,"Бідніше, ніж я (маха)"
opinion_mind.king_role_reacher_than_me,"Багатше, ніж я (маха)"
opinion_mind.king_role_agnostic,Агностик (таная)
opinion_mind.king_role_fanatic,Фанатик (таная)
opinion_mind.king_role_bandit_torelate,Терпить розбійників (кейден)
opinion_mind.king_role_fight_with_bandit,Б'ється з розбійниками (кейден)
opinion_mind.king_role_many_slaves,Багато в'язнів (варн)
opinion_mind.king_role_no_slaves,Не має в'язнів (варн)
opinion_mind.king_role_vassal,Васал (варн)
opinion_mind.king_role_suzerain,Сюзерен (варн)
opinion_mind.king_role_dumber_than_me,Дурніше за мене (маха)
opinion_mind.king_role_smarter_than_me,Розумніше за мене (маха)
opinion_mind.women_king,Жінка на троні
opinion_mind.disinherited_me,Позбавляє мене спадку
opinion_mind.illigal_heir,Незаконний спадкоємець
opinion_mind.few_fanatics,Замало фанатиків
opinion_mind.few_churchs,Недостатньо храмів
opinion_mind.enough_fanatics,У місті багато фанатиків
opinion_mind.enough_churchs,Достатньо храмів
opinion_mind.blissful,Блаженність
opinion_mind.provoke_duel,Провокація на двобій
opinion_mind.provoke_duel_neighbore,Провокація сусіда на двобій
opinion_mind.declare_peace,Мирна угода
opinion_mind.trade_agreement,Торгова угода
opinion_mind.cruel_ruler,Підступний правитель
opinion_mind.bishop_frogivness,Гріхи відпущено
opinion_mind.enemy_of_bandits_bishop,Знищено розбійницький табір
opinion_mind.pitty,Жалість
opinion_mind.help_in_rescue,Допомога у визволенні
opinion_mind.lord_lowborn,Низький статус
opinion_mind.matriarch_fanatic_mind,Кількість фанатиків у місті ({percent})
opinion_mind.friend_lost_title,Позбавляє мого друга титулу
opinion_mind.bishop_opinion,Думка єпископа
opinion_mind.defence_alliance_lost_soldier,Втрати серед підкріплень
opinion_mind.defence_alliance_lost_lord,Загибель командира підкріплень
opinion_mind.defence_alliance_broken,Порушено союз
opinion_mind.defence_alliance,В одному союзі зі мною
opinion_mind.defence_alliance_send_army,Вшанування союзу
opinion_mind.defence_alliance_broken_neighbore,Зрада союзника
opinion_mind.new_bishop,Новий єпископ
opinion_mind.enemy_of_my_ally,Ворог союзника
opinion_mind.ally_of_my_enemy,Союзник ворога
opinion_mind.same_culture,Однакова культура
opinion_mind.xenophobic_culture,Ненависна культура
opinion_mind.slander_to_other_king,Має зуб на іншого монарха
opinion_mind.slander_from_other_king,Зведено наклеп
opinion_mind.help_in_vassal_riot_to_vassal,Допомога в боротьбі за незалежність
opinion_mind.help_in_vassal_riot_to_sir,Допомога бунтівному васалу
opinion_mind.help_in_lords_family_attack_to_victim,Допомога в обороні міста.
opinion_mind.help_in_lords_family_attack_to_attacker,Допомога у відбитті нападу
opinion_mind.help_in_lords_family_destroy_to_victim,Допомога в порятунку міста від знищення
opinion_mind.help_in_lords_family_destroy_to_attacker,Допомога в порятунку міста від знищення
opinion_mind.help_in_mountais_bandits_attack,Допомога в погромі мародерів
opinion_mind.helped_tanaya_king,Допомагає монархам таная
opinion_mind.helped_makha_king,Допомагає монархам Маха
opinion_mind.rival_for_power,Конкурент за владу
opinion_mind.crown_desire,Жага корони
opinion_mind.bishop_to_fanatic,Фанатик
opinion_mind.bishop_to_agnostic,Агностик
opinion_mind.transfered_king,Здача корони
opinion_mind.distrust,Недовіра
opinion_mind.try_to_vassal_my_vassal,Намагається завоювати мого васала
opinion_mind.contempt_of_genius,Будь-який інший правитель – ніхто!
opinion_mind.force_neutrality_my_ally,Примушує союзника до нейтралітету
opinion_mind.force_neutrality_my_vassal,Примушує васала до нейтралітету
opinion_mind.force_neutrality_me,Примушує мене до нейтралітету
opinion_mind.force_neutrality_to_leader,Порушення угоди
opinion_mind.competitor_for_influence,Конкурент на вплив
opinion_mind.ally_was_attacked,Мого союзника атаковано
opinion_mind.vassal_was_attacked,Мого васала атаковано
opinion_mind.spouses_opinion_about_king,Думка подружжя
opinion_mind.sir_of_my_enemy,Сюзерен ворога
opinion_mind.ally_of_my_enemy,Союзник ворога
opinion_mind.bishop_is_dead,Підозріла смерть єпископа
opinion_mind.purification_by_fire,Піддано очищенню вогнем
