Key,SimplifiedChinese
hint_peace_treaty_king_accept,"签署和约
你同意缔结和约，休战 {peace_duration} 天。

$在此期间，定约各方均不得劫掠村庄、攻击城市，也不能强迫对方效忠，成为附庸。
$领主可参观彼此的城市，甚至策划和参与<hint=hint_action_shadow>邪恶勾当</hint>。
$与{soul_uuid_king}的关系：<green>{peace_king_im}</green>
$你会收到：<hint=hint_resource_gold>{peace_offer_cost}</hint>

该和约由教会促成，神圣无比，绝不允许打破。"
hint_peace_treaty_king_accept_letter_1,"~
我谨向您表示衷心的感谢！我相信，和约签订之后，我们两个世家从此便会握手言和、永结盟好！"
hint_peace_treaty_king_accept_letter_2,"~
虽然条款中尚有值得商榷之处，但得知和约已成功缔结，我还是感到开心不已。你我都深知，和平之路坎坷崎岖，但请相信我，这是将我们的王国带往繁盛的唯一途径！"
hint_defence_alliance_description,"~
[hint_defence_alliance_only_description]
$与{soul_uuid_king}的关系：<green>{rel_defence_alliance}</green>"
hint_defence_alliance_offer,"邀请其加入你的联盟
{soul_uuid_king}会加入自由城联盟，并服从你的领导。

这意味着：
[hint_defence_alliance_description]

邀请费用：<hint=hint_resource_gold>{alliance_invite_price}</hint>
{optional_duty_of_honor}"
hint_defence_alliance_offer_success,"联盟的势力在不断壮大！
{soul_uuid_king}已决定加入你的自由城联盟。

这意味着：
[hint_defence_alliance_description]
{optional_duty_of_honor_complete}"
hint_defence_alliance_break,"退出城市联盟
联盟的领袖会将此举视为背叛。

$与{soul_uuid_king}的关系：<red>{rel_defence_alliance_broken}</red>"
hint_defence_alliance_break_finish,"盟约已终止。
你和{soul_uuid_king}对彼此不再负有义务。

$与{soul_uuid_king}的关系：<red>{rel_defence_alliance_broken}</red>"
hint_defence_alliance_offer_success_letter_1,"~
我也希望终有一天，各邦之间不再需要结盟。然而，这个世界充满了敌意，这项盟约将帮助我们共同对抗邪恶和背叛。"
hint_defence_alliance_offer_success_letter_2,"~
很高兴，你我能成为彼此的盟友。毫无疑问，我们需要相互扶持，相互帮助。邻邦之间和谐共处的岁月已经一去不复返了！"
hint_defence_alliance_break_finish_letter_1,"~
解散联盟很容易，但要预见其解散的后果，就困难得多了。我会接受你的决定，但根据我自己的经验，还是不要天真地把盟友视作理所当然为好。"
hint_defence_alliance_break_finish_letter_2,"~
在这等境况下与邻邦解除盟约，实在不是什么明智之举！总有一天，你也会需要帮助，而到时候等着你的，将是我的沉默！"
hint_defence_alliance_destroy,"解散城市联盟
你准备解散城市联盟，卸下领袖的责任。

此举不会影响之前的盟友关系。"
hint_defence_alliance_offer_from_ai_accept,"加入联盟
这意味着：
[hint_defence_alliance_description]

加入后，你将获得：<hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_from_ai,"结盟邀请
{soul_uuid_king}邀请你加入自由城联盟，并服从对方的领导。

这意味着：
[hint_defence_alliance_description]

加入后，你将获得：<hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_from_ai_success,"你已加入了一个联盟
你与{soul_uuid_king}签订了契约，目前已经是自由城联盟的一员了。

这意味着：
[hint_defence_alliance_description]

你已获得：<hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_player,"申请加入联盟
要求{soul_uuid_king}接纳你进入自由城联盟，并服从他的领导。

这意味着：
[hint_defence_alliance_description]"
To The Top,
hint_union_ask_for_help,"求助
{soul_uuid_king}现在是你的盟友，你可以在遭遇威胁时向他求助。

${soul_uuid_king}会派遣一支部队来援助你。你可以在下一场战斗中派他们出战，否则，他们会在三天后撤回。
$援军中每阵亡一名战士，{soul_uuid_king}对你的友好度都会有所下降。"
hint_union_ask_for_help_success,"请求协助
{soul_uuid_king}仍对联盟忠心耿耿，决定发兵来援。

$你可以在下一场战斗中派援军出战，否则，他们会在三天后撤回。
$援军中每阵亡一名战士，{soul_uuid_king}对你的友好度都会下降 <red>{rel_every_soldier_dead}</red>。"
hint_union_ask_for_help_fail,"请求协助
{soul_uuid_king}认为你胜利无望，因此拒绝让自己的士兵和你的部队一起送死。这个人已经背叛了你，现在你孤立无援。

$对方打算退出自由城联盟。
${soul_uuid_king}与你的关系：<red>{rel_defence_alliance_broken_by_ai}</red>"
hint_union_ask_for_help_success_letter_1,"~
我的援军即将到达，盼请知悉。我会热忱地祈祷，希望我们的联军能在战斗中取得一场辉煌的胜利。同时，也希望他们不要遭受太大的损失！"
hint_union_ask_for_help_success_letter_2,"~
援助盟友是我们的神圣职责。安心地等待援军吧，他们很快就到！我只祈祷圣母索菲亚不要变心——最近，她给我们的祝祷明显没那么慷慨了。"
hint_union_ask_for_help_fail_letter_1,"~
看来，你并不是想让我的人上战场，而是要让他们进屠宰场！你要知道，你面对的敌人太强大了，而你在招惹他们之前显然没有想到后果！所以这一次，别指望我会帮忙！"
hint_union_ask_for_help_fail_letter_2,"~
你的对手比我们两方加在一起还要强大，这你再清楚不过了！所以，这种派兵送死的行为简直是毫无理智可言。请原谅，但我实在不想蹚这趟浑水！"
hint_ask_for_help_from_ai_accept,"派遣援军
{optional_additional_header}
集结一支部队，前去增援。

${soul_uuid_supported}会在下一场战斗中派援军出战。战斗结束后，援军便会撤回。
{optional_send_help_effects}
{optional_allyship}
{optional_will_gain_duty_of_honor}"
hint_aks_for_help_from_ai_success,"请求援助
{optional_type_of_danger}

你的部队已赶去增援{soul_uuid_supported}，在迎来首战之前会在城中驻扎三天时间。

结果：
{optional_send_help_effects}
{optional_gain_duty_of_honor}"
hint_ask_for_help_from_ai_ignore,"请求援助
{optional_type_of_danger}

{soul_uuid_king}并未选择等待援军赶到。
{optional_ignore_allyship}"
hint_ask_for_help_from_ai_success_after_battle,"助战
你的援军发挥了作用，联军成功击退了敌人的攻势！"
hint_optional_union_allyship,"~
<b>盟友的责任</b>
$如果你未能派遣援军，盟友会将此举视为背叛，你与联盟领袖的关系也会严重受损。并且，<red>你会被逐出自由城联盟</red>。不仅如此，此举也会使邻邦感到不悦。"
hint_optional_union_allyship_ignore,"~
<red>你背叛了他们。</red>

$与联盟领袖{soul_uuid_king_leader}的关系：<red>{rel_defence_alliance_not_help}</red>
$与{soul_uuid_king}的关系：<red>{rel_defence_alliance_broken}</red>
$与邻邦的关系：<red>{rel_defence_alliance_broken_neighbore}</red>"
hint_union_help_ai_ignore_letter_1,"~
叛徒！敌人正像一群贪婪的秃鹰，在我头顶盘旋，而你居然选择袖手旁观？！睁开你的狗眼看看，这盟约上是不是有你的亲笔签名？背信弃义的东西，你和你的后人都会受到诅咒！"
hint_union_help_ai_ignore_letter_2,"~
我的谋士早就告诫过我，不能跟你这种奸险小人结盟！但你也别得意：你背叛盟友的消息会像风一样，迅速传到各领主的耳朵里。有时候，声名狼藉远比强敌犯境更可怕。"
hint_union_help_success_letter_1,"~
我就知道，可以信任你，你果然是一个正直的人。谢谢您的支援。但不幸的是，我们恐怕要面对一场恶战。我会为大家祈祷的。"
hint_union_help_success_letter_2,"~
我写信前来，特为感谢你信守承诺。你的援军真是雪中送炭！请记住，如果日后你需要帮助，我也会毫不犹豫地伸出援手。"
hint_defence_alliance_only_description,"~
贵族之间做出相互承诺，如果一方的城市遭受其他贵族的攻击，他们便会向该方伸出援手。

该条约在保卫村庄或抵抗强盗袭击时不生效。

$所有成员承诺，如果联盟中有任何一方请求援助，他们都将派出自己的部队前去增援。
$如果一个省邦与联盟领袖的关系降至 <red>-25</red> 以下，该省邦将被取消联盟成员资格。
$联盟成员可以不受限制地签订贸易协议，同时，<hint=hint_market_volume_bonus>市场需求</hint>也会增加。
$<b>城市联盟的成员不能拥有附庸，</b>且对联盟外其他王国的侵略行为<b>受到中立条款的限制</b>。"
hint_loan_description,"[hint_DESCRIPTION]
{soul_uuid_king}非常看重你们之间的<b>友好关系</b>，因此向你提供了借款。

$你会收到<hint=hint_resource_gold>{loan_money_take}</hint>。
$在十天后，你需要偿还等额的款项：<hint=hint_resource_gold>{loan_money_give_back}</hint>。
$如果未能清偿借款，你与{soul_uuid_king}的关系将会下降 <red>{rel_de}</red>，与其他邻近派系的关系将会下降 <red>{rel_neigh_de}</red>，甚至可能会因此<hint=hint_faction_relations_enemy>树敌</hint>。

[hint_SENDER]"
hint_loan_take,"借款
你会从{soul_uuid_king}处收到 <hint=hint_resource_gold>{loan_money_take}</hint>。

$你需要在十天后偿还 <hint=hint_resource_gold>{loan_money_give_back}</hint>。
$如果未能清偿借款，你与{soul_uuid_king}的关系将会下降 <red>{rel_de}</red>，与其他邻近派系的关系将会下降 <red>{rel_neigh_de}</red>，甚至可能会因此<hint=hint_faction_relations_enemy>树敌</hint>。"
hint_loan_take_success,"~
{soul_uuid_king}相信你的为人，向你发放了 <hint=hint_resource_gold>{loan_money_take}</hint> 的借款。

他希望你能在十天后偿还。"
hint_loan_give_back,"还债
你归还了 <hint=hint_resource_gold>{loan_money_give_back}</hint>。

$你和{soul_uuid_king}的关系提高了 <green>{rel_imp}</green>。"
hint_loan_give_back_success,"~
你还清了债务，{soul_uuid_king}收到了 <hint=hint_resource_gold>{loan_money_give_back}</hint>。

$你和{soul_uuid_king}的关系提高了 <green>{rel_imp}</green>。"
hint_loan_ignore,"~
你未能清偿债务。

$与{soul_uuid_king}的关系下降了 <red>{rel_de}</red>。
$与邻邦的关系下降了 <red>{rel_neigh_de}</red>。"
hint_loan_give_back_success_letter_1,"~
感谢你，如数还清了欠款。在当今时代，很多人都已不再重视自己的信誉，但你显然还是个恪守然诺的人。与你为邻实乃我邦之幸。"
hint_loan_give_back_success_letter_2,"~
我就知道你信得过，感谢你如此迅速地还清了欠款。以后，再遇到困难时也不必担心，我定会解囊相助。"
hint_loan_ignore_letter_1,"~
你当初向我求助的时候，我二话不说就把钱借给了你！现在，你就是这么回报我的？你的感恩之心被狗吃了不成？别以为这种小伎俩会给你带来什么长期利益，那才真的叫利令智昏。"
hint_loan_ignore_letter_2,"~
此等行径实非友邻之道，对仗义为尔纾困之邻邦伤害尤深。背信弃义只会招致圣母和人民的严厉惩罚，唯冀慎之。"
hint_loan_ignore_letter_3,"~
古人云：馈金于友，金友两亡。因此，我写信前来，劝你听我一言：对金钱的需求永远存在，但欺骗只能奏效一次——因为，没有人会原谅贪婪。"
hint_warriors_take_description,"伸出援手
你的盟友{soul_uuid_king}并未像你一样，面临来自邻邦的威胁。

对方打算派遣 {number_of_soldiers_for_gift} 名战士前来增援。不过，接受这份好意会略微降低对方对你的评价。

$你会得到 {number_of_soldiers_for_gift} 名战斗等级为 {combat_level_of_soldiers_for_gift} 的战士。
$与{soul_uuid_king}的关系将会下降 <red>{rel_de_soldiers_for_gift}</red>。"
hint_warriors_take,"接受援助
$你会得到 {number_of_soldiers_for_gift} 名战斗等级为 {combat_level_of_soldiers_for_gift} 的战士。
$与{soul_uuid_king}的关系将会下降 <red>{rel_de_soldiers_for_gift}</red>。"
hint_warriors_take_success,"已接受援助
你接受了{soul_uuid_king}的援助，他的战士已经出发。不过，你的软弱引起了他的警觉。

${number_of_soldiers_for_gift} 名战斗等级为 {combat_level_of_soldiers_for_gift} 的战士将很快抵达你的聚落。
$与{soul_uuid_king}的关系下降了 <red>{rel_de_soldiers_for_gift}</red>。"
hint_warriors_take_success_letter_1,"~
我得知，厄运已经叩响了你的门扉。因此，我准备派兵增援。但愿你能蒙天国庇佑，旗开得胜。但你也要记住，日后尽量别再给邻邦招惹麻烦了。"
hint_warriors_take_success_letter_2,"~
我会派部队去增援你，因为这样的强敌远非一家之力能与之相抗。我相信，你会珍惜我的帮助，日后也不会让我失望。尽管我的亲族对此颇有微词，但我已决定力排众议，向你伸出援手。"
hint_religion_riot_success,"宗教叛乱
由于信徒与主教产生了冲突，该市爆发了一场宗教叛乱。

$相当一部分人口和军队已在叛乱中丧生。
${soul_uuid_prey}被叛乱的狂热信徒所杀。"
optional_relations_heir_rebellion,"~
$如果{soul_uuid_heir}获胜，与之的关系将会提高 <green>{rel_neigh_improve}</green>
{optional_will_gain_duty_of_honor}
$如果{soul_uuid_king}获胜，与之的关系将会下降 <red>{rel_neigh_de}</red>。"
hint_heir_riot_heir,"王位继承人的叛乱
{optional_type_of_danger}

在不远的将来，王位继承人可能会发动叛乱，将部分领主和战士拉到自己一派。

他们请求你派遣一支军队作为支持，并承诺感谢你的帮助。

$与此同时，军队对双方的支持程度尚不清楚，只有在最后一刻才会明朗。

支持{soul_uuid_heir}可能带来的结果：
[optional_relations_heir_rebellion]

[hint_unavailable_heir_rebellion_in_ai_town]"
