Key,English
hint_instrutions_help,"Instruction Setup
$ <b>Hire an assistant</b>. One lord can comfortably manage more than 10 buildings, and you can also hire a Free Lord to assist them.
$ <b>Upgrade buildings.</b> It's better to upgrade existing buildings than build new ones. This not only provides a productivity bonus but also reduces travel time.
$ <b>Shorten the path.</b> Since the managing lord must visit many buildings, it's best to construct these buildings in one area, close to warehouses and the Temple. For example, to the north of the Hall.

This way, you can easily maintain 25+ buildings in operation until you unlock the Chancellery."
hint_tutorial_instruction_help,"Instruction Setup

<img=hint_tutorial_instruction_help></img>

[hint_instrutions_help]"
hint_wise_help,"Knowledge Transfer
$ <b>When a lord dies, their knowledge is lost</b>, so it's best to prepare for this in advance by distributing knowledge among several characters.
$ Characters share knowledge with each other during <b>Wise Conversations</b>.
$ They do this automatically with their friends and children, but you can also <b>initiate it manually from the character menu</b>.
$ <b>This also works with guests</b> and other lords on the world map—sometimes they have very interesting knowledge to share."
hint_tutorial_wise_help,"Knowledge Transfer

<img=hint_tutorial_wise_help></img>

[hint_wise_help]"
hint_unavailable_actor_without_weapon,"No equipment
{soul_uuid} has no weapons."
hint_action_task_unavailable_leaving_town,"Unavailable
The character leaves the city"
hint_village_attack_description,"Threat of pillaging
{optional_type_of_danger}

Therefore the village elder of {village_name} is asking for your help.

You can send your army to help them defend themselves.

<b>Consequences</b>
$ If you fail to protect the village, it will be burned, and the tribute collection will resume only in a few days."
hint_village_attack_success,"~
{village_name} village has repelled the attack and will continue to pay you tribute."
hint_village_attack_fail,"~
The village of {village_name} was burned. It will recover in a few days, but for now it will not be paying you tribute."
hint_global_map_danger_forest_village,"~
<red><hint=hint_persons_forest_bandits>Forest bandits</hint> are planning to pillage your village.</red>"
hint_global_map_danger_ai_village,"~
<red>{enemy_soul_uuid_king} from {enemy_faction_uuid} is planning to pillage your village.</red>"
hint_mind_making_desire,"[hint_mind_caption]
I'm about to reach my goal!

<b>Reason:</b> In the process of fulfilling the desire."
hint_nt_knowledge_lost,"Knowledge at risk
As a result of recent losses among the lords, there is no one left who has the following <hint=hint_idea>knowledge</hint>:

{lost_list}

If you still have books with this knowledge, now is the time to let other lords study them, as in a few days this knowledge will vanish from collective memory.

Days until complete loss of knowledge: {days}"
hint_display_event_letter_from_matriarch,"Letter from the Matriarch
Click to read"
hint_letter_village_help_result,"~
Everyone here thanks you! May Mother Sophia bless you for your kindness and help! The whole village is praying for your soul, as best we can!"
hint_village_attack_send_help,"Sending help
Form a squad and send them to help.

$ They will participate in the upcoming battle and then return home."
hint_village_attack_send_help_success,"Call for help
{optional_type_of_danger}

Your troops have come as reinforcements to the village of {village_name} and will remain in the town for 3 days or until the first battle."
hint_village_attack_aborted_result,"The danger is behind us
{village_name} is now safe, as the enemy has changed their plans and is no longer going to attack it. Your troops are on their way home."
hint_mind_close_remember,"[hint_mind_caption]
I know that Mother Sophia welcomes everyone into her embrace, but it's so sad when those who we loved are no longer with us!

{name}, I will always remember you!"
hint_mind_grave_visit,"[hint_mind_caption]
May the flame of the candle I lit at your grave ease the pain of loss!

{name}, I will always remember you!"
hint_bld_grave,"Grave
The grave of a deceased lord with a memorial tombstone.

For those who were close with the deceased, visiting the grave helps them cope with sad memories."
hint_building_destroy_unavailable_fire,"Impossible to demolish
A building cannot be demolished while it's on fire"
hint_building_destroy_unavailable_enemies,"Impossible to demolish
A building cannot be demolished while there are enemies in town"
hint_mind_enemy_grave_visit,"[hint_mind_caption]
It feels so good, to visit the grave of my enemy and experience that joy once again!"
hint_unavailable_action_with_defence_army,"This action is impossible
You cannot perform this action while your army is in this town"
hint_unavailable_trade_agreement_too_many,"Unavailable
To maintain the health of global trade, the Loving Family blesses you with the ability to conclude only {max_count} trade agreements."
hint_wish_travel,"Go on a Journey
The lord has never gone beyond the borders of your province and is very eager to know how people live in other places.

[hint_MORAL_DEBUFF]

The desire will be fulfilled if you send the character to another city on the world map.

[hint_its_a_dream]"
hint_wish_drink_ale,"Drink Flavorful Ale
The lord really wants to drink some <hint=hint_resource_ale>Flavorful Ale</hint>. He literally dreams about it at night!

[hint_MORAL_DEBUFF]

Make sure you have some Flavorful Ale in stock.

[hint_its_a_dream]"
hint_wish_drink_nectar,"Try the Nectar
The character has never tried <hint=hint_resource_nectar>Nectar</hint> but has heard a lot about its marvelous properties.

[hint_MORAL_DEBUFF]

Make sure you have some Nectar in stock.

[hint_its_a_dream]"
hint_wish_study_language,"Learn a Language
This lord has a strong desire to learn more about another culture, which requires him to learn a language.

[hint_MORAL_DEBUFF]

To fulfill this desire, buy a language textbook from the <hint=hint_holy_caravan>Holy Caravan</hint> and then assign the lord to study it in the <hint=hint_knowledge_menu>Knowledge Menu</hint>.

[hint_its_a_dream]"
hint_wish_grave_visit,"A Grave for a Loved One
The character is deeply distressed that after the passing of their loved one ({soul_uuid_target}); they can't visit their grave to light a memorial candle and reminisce.

[hint_MORAL_DEBUFF]

<b>Build</b> the grave of the deceased character through the Construction menu <b>and wait</b> for the character to visit it.

[hint_its_a_obsession]"
hint_wish_dice_win,"Win a Game of Dice
The lord very much wants to experience the feeling of triumph over chance, and that's why he needs to win a game of dice.

[hint_MORAL_DEBUFF]

Assign him to a dice game with another character (to increase the chances of winning, the opponent should be significantly less clever).

[hint_its_a_dream]"
hint_wish_happiness,"Happiness for a Loved One
The lord wants nothing for himself, only for the character he loves {soul_uuid_target} to be <hint=hint_nt_events_unhappy_lord>happy</hint>.

[hint_MORAL_DEBUFF]

To fulfill this desire, {soul_uuid_target} must become happy.

[hint_its_a_dream]"
hint_wish_child_take_title,"Desire for a Title for the Child
The lord wants nothing for himself, only for his beloved child {soul_uuid_target} to receive the title of a lord.

[hint_MORAL_DEBUFF]

[hint_its_a_dream]"
hint_wish_child_mary,"Desire for a Family for the Child
The lord wants nothing for himself, only for his beloved child {soul_uuid_target} to have a family.

[hint_MORAL_DEBUFF]

To fulfill this desire, {soul_uuid_target} must get married.

[hint_its_a_dream]"
hint_wish_culture_terror,"Desire for Terror
The lord believes that the residents of the hostile culture {culture} have crossed all boundaries and need to be stopped.

[hint_MORAL_DEBUFF]

To fulfill this desire, start terrorizing the {culture} culture in the <hint=hint_bld_scafod>Scaffold</hint> menu.

[hint_its_a_dream]"
hint_wish_child_divorce,"Desire for Divorce
The character passionately wishes to divorce their spouse ({soul_uuid_target}) because they hate and despise them.

[hint_MORAL_DEBUFF]

A divorce can be arranged through the <hint=hint_bishop>Bishop</hint> menu in the character's actions.

[hint_its_a_obsession]"
hint_wish_enemy_grave,"A Grave for the Enemy
The character dreams that their recently deceased enemy ({soul_uuid_target}) has a grave where they can relish their triumph.

[hint_MORAL_DEBUFF]

<b>Build</b> the grave of the deceased character through the Construction menu <b>and wait</b> for the character to visit it.

[hint_its_a_dream]"
hint_mind_caprice,"[hint_mind_caption]
It would be great if my dream came true!

Reason: The character has a <hint=hint_desire_dream>dream</hint>."
