Key,Czech
hint_defence_alliance_offer_success_letter_1,"~
Doufám v den, kdy nebude třeba utvářet žádná spojenectví. Svět se však utápí v nevraživosti a tato úmluva nám pomůže ve společném boji proti podlosti a proradnosti."
hint_defence_alliance_offer_success_letter_2,"~
Mám radost, že se nám podařilo uzavřít mezi našimi městy spojenectví. Nade vši pochybnost potřebujeme podporu jeden druhého. Doby, kdy sousedé žili v míru a souladu, jsou dávno pryč!"
hint_defence_alliance_break_finish_letter_1,"~
Rozpustit spojenectví, to se udělá snadno, ale předvídat následky je mnohem složitější. Povinnosti mě nutí tvoje rozhodnutí přijmout, ale z vlastní zkušenosti doporučuji, aby se spojenci nepovažovali za samozřejmost."
hint_defence_alliance_break_finish_letter_2,"~
Zrušení úmluvy se sousedem v těchto časech o tobě nevypovídá nic dobrého! Přijde den, kdy budeš potřebovat pomoc, a mou odpovědí bude ticho!"
hint_defence_alliance_destroy,"Rozpustit městskou alianci
Coby velitel rozpouštíš svou městskou alianci.

Na vztahy mezi bývalými spojenci to nebude mít vliv."
hint_defence_alliance_offer_from_ai_accept,"Přidat se k alianci
Znamená to:
[hint_defence_alliance_description]

Pokud se přidáš, obdržíš: <hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_from_ai,"Pozvánka do spojenectví
{soul_uuid_king} tě zve do aliance svobodných měst pod svým vedením.

Znamená to:
[hint_defence_alliance_description]

Pokud se přidáš, obdržíš: <hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_from_ai_success,"Přidáváš se k alianci
Nyní máš uzavřenou smlouvu s králem {soul_uuid_king} a jsi součástí jeho aliance svobodných měst.

Znamená to:
[hint_defence_alliance_description]

Získáváš: <hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_player,"Žádost o přijetí do aliance
Požádej krále {soul_uuid_king}, aby tě přijal do aliance svobodných měst pod jeho vedením.

Znamená to:
[hint_defence_alliance_description]"
To The Top,
hint_union_ask_for_help,"Žádost o pomoc
{soul_uuid_king} je tvůj spojenec, takže si v případě ohrožení můžeš vyžádat jeho pomoc.

$ {soul_uuid_king} ti pošle četu svých válečníků. Můžeš je použít v jedné nadcházející bitvě, anebo se za tři dny vrátí domů.
$ {soul_uuid_king} se k tobě bude chovat hůř za každého válečníka z jeho čety, který zemře."
hint_union_ask_for_help_success,"Žádost o pomoc
{soul_uuid_king} zachovává věrnost alianci a posílá ti své válečníky.

$ Budeš je moct použít v jedné nadcházející bitvě, anebo se za tři dny vrátí domů.
$ Za každého válečníka, který zemře, {soul_uuid_king} zhorší svůj vztah k tobě o <red>{rel_every_soldier_dead}</red>"
hint_union_ask_for_help_fail,"Žádost o pomoc
{soul_uuid_king} si myslí, že nemůžeš vyhrát, a nesouhlasí se zabíjením svých i tvých válečníků. Je to zrada, nijak ti nepomůže.

$ Vede alianci svobodných měst.
$ Postoj krále {soul_uuid_king} k tobě: <red>{rel_defence_alliance_broken_by_ai}</red>"
hint_union_ask_for_help_success_letter_1,"~
Spěchám tě zpravit, že moje pomoc se brzy vydá na cestu. Budu se horečně modlit, aby tato bitva skončila jasným vítězstvím a abychom neutrpěli vážné ztráty!"
hint_union_ask_for_help_success_letter_2,"~
Pomáhat spojencům je naše svatá povinnost. Očekávej posily, dorazí záhy! Modlím se, aby se k nám Matka Sofie neobrátila zády, ačkoliv v poslední době byla na požehnání poněkud skoupá."
hint_union_ask_for_help_fail_letter_1,"~
Žádáš po mně, ať své válečníky pošlu na porážku, nikoliv do války. Tvůj nepřítel je silný a tobě by se slušelo dobře si to rozmyslet, než si naděláš takové nepřátele! S mou podporou tedy nepočítej!"
hint_union_ask_for_help_fail_letter_2,"~
Jistě dobře víš, že tvůj protivník má silnější armádu než naše spojená vojska! Je naprosté šílenství posílat válečníky na jistou smrt. Odpusť mi, ale tohoto nerozumu se nehodlám zúčastnit!"
hint_ask_for_help_from_ai_accept,"Zaslání pomoci
{optional_additional_header}
Dej dohromady výpravu a pošli ji na pomoc.

$ {soul_uuid_supported} je využije v nadcházející bitvě, načež se vrátí domů.
{optional_send_help_effects}
{optional_allyship}
{optional_will_gain_duty_of_honor}"
hint_aks_for_help_from_ai_success,"Žádost o pomoc
{optional_type_of_danger}

Tvoje jednotky dorazily coby posily pro krále {soul_uuid_supported} a zůstanou ve městě 3 dny nebo do první bitvy.

Následky:
{optional_send_help_effects}
{optional_gain_duty_of_honor}"
hint_ask_for_help_from_ai_ignore,"Žádost o pomoc
{optional_type_of_danger}

Král {soul_uuid_king} na tvou pomoc nečekal.
{optional_type_of_danger}

{soul_uuid_king}"
hint_ask_for_help_from_ai_success_after_battle,"Pomoc v bitvě
Tvoje jednotky úspěšně pomohly odrazit útok nepřítele!"
hint_optional_union_allyship,"~
<b>Povinnosti spojence</b>
$ Pokud nepošleš pomoc, bude to považovat za zradu; vztahy s vůdcem aliance se výrazně zhorší a může tě také kvůli tomu <red>vyloučit z aliance svobodných měst</red>. Sousedi budou rovněž nepříjemně překvapeni."
hint_optional_union_allyship_ignore,"~
<red>Jsi zrádce.</red>

$ Vztah s vůdcem aliance {soul_uuid_king_leader}: <red>{rel_defence_alliance_not_help}</red>
$ Vztahy s králem {soul_uuid_king}: <red>{rel_defence_alliance_broken}</red>
$ Vztah se sousedy: <red>{rel_defence_alliance_broken_neighbore}</red>"
hint_union_help_ai_ignore_letter_1,"~
Zrádce! Jak se opovažuješ odmítnout mi pomoc, když mi nad hlavou krouží nepřátelé jako supi? Cožpak se pod touto úmluvou neskví tvůj podpis? Proklínám tebe i tvoje potomky!"
hint_union_help_ai_ignore_letter_2,"~
Poradci mě varovali proti spojenectví s takovým hadem! Věz však, že zpráva o tvé proradnosti se roznese jako vítr. Poskvrněná pověst je občas strašlivější než ten nejlítější nepřítel."
hint_union_help_success_letter_1,"~
Hned mi bylo jasné, že se ti dá věřit a že jsi čestný člověk. Děkuji ti za podporu. Bohužel očekávám, že nadcházející bitva bude tuze těžká. Budu se za nás všechny modlit."
hint_union_help_success_letter_2,"~
Chci ti vyjádřit vděčnost za dodržené slovo. Tvoji vojáci jsou nyní zapotřebí víc než kdy dřív! Věz, že učiním to samé a přijdu ti kdykoliv na pomoc."
hint_defence_alliance_only_description,"~
Šlechtické rodiny si slibují, že si vzájemně vypomůžou, pokud město jedné z nich napadne nějaký jiný urozený rod. 

Tato dohoda se netýká obrany vesnic ani útoků ze strany zbojníků.

$ Všichni členové se zavazují, že vyšlou své válečníky na pomoc, pokud o to někdo z aliance požádá.
$ Členství provincie v alianci se může zrušit, pokud vztah s vůdcem klesne pod <red>-25</red>.
$ Války, temné skutky a intriky mezi spojenci jsou rovněž zapovězeny.
$ Členové aliance mohou uzavírat obchodní smlouvy bez omezení a zvyšovat tak <hint=hint_market_volume_bonus>poptávku na tržišti</hint>.
$ <b>Členové městské aliance nemohou mít vazaly</b> a agresivní akce vůči ostatním královstvím, která pod alianci nespadají, jsou <b>omezené požadavkem neutrality</b>."
hint_loan_description,"[hint_DESCRIPTION]
{soul_uuid_king} si váží vašeho <b>přátelského vztahu</b> a nabízí ti peníze jako půjčku.

$ Obdržíš <hint=hint_resource_gold>{loan_money_take}</hint>.
$ Za 10 dnů budeš muset splatit stejnou částku: <hint=hint_resource_gold>{loan_money_give_back}</hint>.
$ Pokud půjčku nesplatíš, tvůj vztah s králem {soul_uuid_king} se zhorší o <red>{rel_de}</red> a tvůj vztah s ostatními sousedními frakcemi se zhorší o <red>{rel_neigh_de}</red>. Možná si uděláš <hint=hint_faction_relations_enemy>nepřítele</hint>.

[hint_SENDER]"
hint_loan_take,"Finanční půjčka
{soul_uuid_king} ti půjčí <hint=hint_resource_gold>{loan_money_take}</hint>.

$ Za 10 dnů budeš muset splatit <hint=hint_resource_gold>{loan_money_give_back}</hint>.
$ Pokud půjčku nesplatíš, tvůj vztah s králem {soul_uuid_king} se zhorší o <red>{rel_de}</red> a tvůj vztah s ostatními sousedními frakcemi se zhorší o <red>{rel_neigh_de}</red>. Možná si uděláš <hint=hint_faction_relations_enemy>nepřítele</hint>."
hint_loan_take_success,"~
Král {soul_uuid_king} ti věřil a půjčil ti <hint=hint_resource_gold>{loan_money_take}</hint>.

Bude očekávat, že půjčku splatíš do 10 dnů."
hint_loan_give_back,"Splacený dluh
Vracíš <hint=hint_resource_gold>{loan_money_give_back}</hint>.

$ Tvůj vztah s králem {soul_uuid_king} se zlepšuje o <green>{rel_imp}</green>."
hint_loan_give_back_success,"~
Dluh je splacený a {soul_uuid_king} získává <hint=hint_resource_gold>{loan_money_give_back}</hint>.

$ Vztah s králem {soul_uuid_king} se zlepšuje o <green>{rel_imp}</green>."
hint_loan_ignore,"~
Nepodařilo se ti splatit dluh.

$ Vztah s králem {soul_uuid_king} se zhoršuje o <red>{rel_de}</red>.
$ Vztah se sousedy se zhoršuje o <red>{rel_neigh_de}</red>."
hint_loan_give_back_success_letter_1,"~
Děkuji za vrácení dlužné částky. V poslední době žel mnoho lidí zapomíná na svou čest, ale ty mezi ně nepatříš. Vzdávám díky osudu za to, že mne obdařil takovým sousedem, jako jsi ty."
hint_loan_give_back_success_letter_2,"~
Bylo mi jasné, že ti mohu věřit, a děkuji ti za tak rychlé splacení dluhu. Pakliže ti nastanou těžkosti, ujišťuji tě, že se ode mne dočkáš pomoci."
hint_loan_ignore_letter_1,"~
Zlato ti přišlo ihned po obdržení žádosti! A co vidím na oplátku? Takový vděk? Je nesmírně nemoudré se domnívat, že se tento přístup v dlouhodobém měřítku ukáže jako výhodný."
hint_loan_ignore_letter_2,"~
Není radno chovat se k sousedům takto, zejména k takovému, který ti v nouzi pomohl. Bezectnost se setká s krutým trestem, jak ze strany svaté Matky, tak ze strany lidu."
hint_loan_ignore_letter_3,"~
Kdo půjčuje peníze přátelům, musí se rozloučit s penězi i s přáteli. Slyš mou radu, neb klam lze použít jen jednou, zatímco potřeba peněz přetrvává donekonečna. Chamtivost se neodpouští."
hint_warriors_take_description,"Nabídka pomoci
Tvůj spojenec {soul_uuid_king} na rozdíl od tebe nečelí hrozbám ze strany sousedů.

Je ochotný ti poslat {number_of_soldiers_for_gift} válečníků jako dárek, ačkoliv když tuto pomoc přijmeš, jeho názor na tebe se trochu zhorší.

$ Získáš {number_of_soldiers_for_gift} válečníků na bojové úrovni {combat_level_of_soldiers_for_gift}.
$ Vztah s králem {soul_uuid_king} se zhorší o <red>{rel_de_soldiers_for_gift}</red>."
hint_warriors_take,"Přijmout nabídku
$ Obdržíš {number_of_soldiers_for_gift} válečníků na bojové úrovni {combat_level_of_soldiers_for_gift}.
$ Vztah s králem {soul_uuid_king} se zhorší o <red>{rel_de_soldiers_for_gift}</red>."
hint_warriors_take_success,"Nabídka byla přijata
Nabídka krále {soul_uuid_king} je přijata a jeho válečníci už jsou na cestě. Tvá slabost ho ovšem znepokojila.

$ Do tvé osady brzo dorazí {number_of_soldiers_for_gift} válečníků na bojové úrovni {combat_level_of_soldiers_for_gift}.
$ Vztah s králem {soul_uuid_king} se zhoršuje o <red>{rel_de_soldiers_for_gift}</red>."
hint_warriors_take_success_letter_1,"~
Vím, že ti neštěstí klepe na dveře, a posílám ti válečníky. Doufám, že ti nebesa pomohou získat vítězství. Ale snaž se v budoucnu nepůsobit sousedům další potíže."
hint_warriors_take_success_letter_2,"~
Posílám ti své válečníky, neb takový soupeř je příliš silný, než aby proti němu člověk stanul sám. Věřím, že si budeš této pomoci vážit a že mě v budoucnu nezklameš. Činím tak navzdory radám své rodiny, která mne od tohoto kroku zrazovala."
hint_religion_riot_success,"Náboženská vzpoura
Kvůli konfliktům s biskupem ve městě vypukla náboženská vzpoura.

$ Značná část obyvatelstva a vojska zahynula.
$ {soul_uuid_prey} je nyní po smrti vinou vzpurných fanatiků."
optional_relations_heir_rebellion,"~
$ Pokud zvítězí {soul_uuid_heir}, vztah se zlepší: <green>{rel_neigh_improve}</green>
{optional_will_gain_duty_of_honor}
$ Pokud zvítězí {soul_uuid_king}, vztah se zhorší: <red>{rel_neigh_de}</red>"
hint_heir_riot_heir,"Vzpoura dědice
{optional_type_of_danger}

V blízké budoucnosti se očekává, že dědic povstane a zláká na svou stranu několik lordů a válečníků.

Žádá tě o podporu v podobě vojska a slibuje vděk za tvou pomoc.

$ Úroveň podpory pro strany u vojska je však neznámá a bude jasná až na poslední chvíli.

Možné následky, když podpoříš dědice {soul_uuid_heir}:
[optional_relations_heir_rebellion]

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_heir_riot_deathlist,"~
Přeživší poražení lordi uprchli na sousední území, zatímco poražení válečníci se přidali k lesním zbojníkům."
hint_heir_riot_heir_success,"Dědic vyhrál!
{soul_uuid_previous_heir} se stává novým králem a {soul_uuid_previous_king} prohrává!

[hint_heir_riot_deathlist]
{optional_gain_duty_of_honor}"
hint_heir_riot_heir_fail,"Vítězství krále!
Král {soul_uuid_previous_king} rozdrtil povstání, zatímco dědic {soul_uuid_previous_heir} utrpěl porážku!

[hint_heir_riot_deathlist]
{optional_gain_duty_of_honor}"
hint_heir_riot_heir_success_letter_1,"~
Spěšně ti píši, že vítězství je mé a koruna nyní patří na mou hlavu! Věz, že nikdy nezapomenu na zrádce ani na ty, kteří mi pomohli."
hint_heir_riot_heir_success_letter_2,"~
Konečně nastal můj čas a nyní jsem král. Bez tvé pomoci by se mi to vskutku nepodařilo. Ale od čeho jsou sousedi, že?"
hint_heir_riot_king,"Ochrana před vzpourou
{optional_type_of_danger}

Očekává se, že v blízké budoucnosti dědic povstane a pokusí se zlákat na svou stranu několik lordů a válečníků.

Vládce {soul_uuid_king} je v ohrožení a žádá podporu v podobě vojska. Slibuje, že na tvou pomoc v této obtížné situaci nezapomene.

$ Úroveň podpory pro strany u vojska je však neznámá a bude jasná až na poslední chvíli.

Možné následky, když podpoříš krále {soul_uuid_king}:
$ Pokud zvítězí {soul_uuid_king}, váš vztah se zlepší: <green>{rel_neigh_improve}</green>
{optional_will_gain_duty_of_honor}
$ Pokud zvítězí {soul_uuid_heir}, váš vztah se zhorší: <red>{rel_neigh_de}</red>
{optional_allyship}

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_heir_riot_king_success_letter_1,"~
Děkuji, že stojíš při mně v tomto boji a že uznáváš mou právoplatnou autoritu! Tvá pomoc mě doslova zachránila před zkázou a na to nikdy nezapomenu. Kéž ti svatá Sofie požehná."
hint_heir_riot_king_success_letter_2,"~ 
S těžkým srdcem připouštím, že mne obklopují zrádci a že se nebezpečí nevyhýbá ani mému příbytku. Děkuji za to, že uznáváš mou právoplatnou vládu a že mi pomáháš zůstat na trůnu! Tento věrný skutek nebude nikdy zapomenut."
optional_relations_vassal_riot,"~
$ Vztah s králem {soul_uuid_king}: <green>{rel_im_help}</green>
$ Vztah s králem {soul_uuid_king_s}: <red>{rel_de_sir}</red>"
hint_ai_vassal_riot_description,"Povstání vazalů
{optional_type_of_danger}

Shání pomoc od všech sousedů, které by zajímalo přátelství a kteří by se nebáli ochlazení vztahů s králem {soul_uuid_king_s}.

Povstání můžeš podpořit vysláním svého vojska.

<b>Následky</b>
$ Pokud zvítězí {soul_uuid_king}, získá nezávislost.
$ Pokud zvítězí {soul_uuid_king_s}, {soul_uuid_king} zůstane vazalem.
{optional_send_help_effects}
{optional_allyship}
{optional_will_gain_duty_of_honor}
{optional_possible_helpers}"
