Key,TraditionalChinese
hint_demand_assault_attack_fail_letter_2,"~
看見你的戰士一一倒下，比起勝利更讓我欣喜若狂。我從未見過如此軟弱的軍隊。相信我國的弄臣看到你那可笑的軍事戰術後，一定會大受啟發。"
hint_demand_assault_attack_timeover_letter_1,"~
看清了身邊全是懦夫之後，我感到更有勇氣了。相信貴國怯戰的傳聞會散播得比山谷回音還要快！"
hint_demand_assault_attack_timeover_letter_2,"~
懦弱是種罪惡，而閣下你比大多數人還要墮落。我從未想過你竟會如此貪生怕死。更令人驚訝且錯愕的是，像你這樣的人居然能戴上王冠。"
hint_assault_asnwer_waiting_fair,"等待回應
{soul_uuid_king}正在權衡你的劫掠威脅。

他很快就會回應。

$與{soul_uuid_king}的關係值：<red>{assault_fair_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_assault_asnwer_waiting_unfair,"等待回應
{soul_uuid_king}正在權衡你的劫掠威脅。

他很快就會回應。

$與{soul_uuid_king}的關係值：<red>{assault_unfair_rel_de}</red>
$與鄰邦的關係值：<red>{assault_unfair_rel_de_neigh}</red>
$與國母的關係值：<red>{assault_unfair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_assault_unfair,"劫掠威脅
挑戰敵人並要求他獻出所有財富。若對方在兩天內拒絕，則我方有權洗劫其城邦，並以武力奪取財富。

由於你與該領地的君王不處於<hint=hint_faction_relations_enemy>敵對</hint>關係，因此鄰邦會將此次攻擊視為<red>背信棄義</red>之舉。

$搶劫可能獲得的戰利品：<hint=hint_resource_gold>{town_money}</hint>

$與{soul_uuid_king}的關係值：<red>{assault_unfair_rel_de}</red>
$與鄰邦的關係值：<red>{assault_unfair_rel_de_neigh}</red>
$與國母的關係值：<red>{assault_unfair_matriarch_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_city_burn_ai,"[hint_DESCRIPTION]
{soul_uuid_king}認為你的家族應該從地球上被抹除。他正在準備發動攻擊，全面摧毀你的王室並將你的城邦付之一炬。

$準備過程需要兩天時間。"
hint_city_burn_ai_ready,"~
準備工作已經完成，{soul_uuid_king}即將開戰。

接下來的戰爭將決定我國王室的命運。"
hint_city_burn_ai_success,"~
你成功擊退了敵軍。

${soul_uuid_king}認為你膽識過人，因此與你的關係值改善了 <green>{king_im}</green>。"
hint_city_burn_ai_success_letter_1,"~
我不得不欽佩你的勇氣，並表達我的尊重。我已經有段時間沒遇到可敬的對手了。儘管這次我軍失利，但若能與你再戰一場將會是莫大的榮幸。"
hint_city_burn_ai_success_letter_2,"~
你是一名身先士卒的勇猛戰士！精彩的對決即使以失敗告終，也總能讓人心情舒暢。"
hint_peace_conditions,"~
條款：
$ 目前{soul_uuid_king}與我邦君王的關係值：{current_relations}
$ 有鑑於此，締結該條約將花費 <hint=hint_resource_gold>{peace_offer_cost}</hint>"
hint_declared_peace_description,"和平條約
{soul_uuid_king}與你已簽訂神聖的和平條約。

$ 這意味著在此期間，雙方無法互相掠奪村落、攻擊城邦或強迫對方成為附庸。
$ 不過貴族們可以造訪彼此的城邦，還可以謀劃並參加<hint=hint_action_shadow>不法勾當</hint>。
$ {soul_uuid_king}與你的君王的關係值：<green>{peace_king_im}</green>

<b>距離條約失效還有 {peace_day_remain} 天。<b>"
hint_unavailable_peace_too_strong,"不感興趣
{soul_uuid_king}過於強大，絲毫未受你或其鄰邦的威脅。

<b>提示：</b>透過運用<b>誹謗</b>行動，你可以讓該君王的鄰邦與其為敵（降至低於 <red>-25</red>），使其更願意談判。"
hint_peace_treaty,"和平條約
簽署為期 {peace_duration} 天的和平條約。

$ 這意味著在此期間，雙方無法互相掠奪村落、攻擊城邦或強迫對方成為附庸。
$ 不過貴族們可以造訪彼此的城邦，還可以謀劃並參加<hint=hint_action_shadow>不法勾當</hint>。
$ {soul_uuid_king}與你的君王的關係值：<green>{peace_king_im}</green>

{optional_peace_conditions}
[hint_ALLIES]

[hint_SENDER]
{optional_duty_of_honor}"
hint_peace_treaty_success,"和平條約
{soul_uuid_king}與你已簽訂神聖的和平條約。

$ 這意味著在此期間，雙方無法互相掠奪村落、攻擊城邦或強迫對方成為附庸。
$ 不過貴族們可以造訪彼此的城邦，還可以謀劃並參加<hint=hint_action_shadow>不法勾當</hint>。
$ 與{soul_uuid_king}的關係值：<green>{peace_king_im}</green>

<b>距離條約失效還有 {peace_day_remain} 天。<b>
{optional_duty_of_honor_complete}"
hint_peace_treaty_finish,"和平條約已失效。
你和{soul_uuid_king}此後不需要履行對彼此的義務。"
hint_peace_treaty_king_dead,"和平條約將會終止。
原因：其中一方簽署人去世。

$你和{soul_uuid_king}此後不需要履行對彼此的義務。"
hint_peace_treaty_success_letter_1,"~
能夠與你議和令我由衷感到高興。與鄰邦和諧共處一直是我的心願。"
hint_peace_treaty_success_letter_2,"~
在這個時代，締結和平條約已然成為稀罕事，但我們證明了自己比其他人更明智。相信你我的王國將走向和平與繁榮！"
hint_peace_treaty_finish_letter_1,"~
很遺憾我們的和平條約期限已到。希望這段時間對你我都帶來了相當的好處。或許將來我們可以再次締約。"
hint_peace_treaty_finish_letter_2,"~
我們的和平條約已經結束。它曾為你我的王國帶來和平與安寧，希望它的結束不會帶來戰爭與衝突。"
hint_peace_treaty_king_dead_letter_1,"~
我知道前任君王與你簽訂了和平條約。但他最近去世了，因此我不會承認其效力。"
hint_peace_treaty_king_dead_letter_2,"~
我知道前任君王與你簽訂了和平條約。但他最近去世了，因此我不會承認其效力。"
hint_peace_treaty_king,"和平條約
{soul_uuid_king}提議與你簽署 {peace_duration} 日和平條約。

$ 這意味著在此期間，雙方將無法互相掠奪村落、攻擊城邦或強迫對方成為附庸。
$ 儘管如此，貴族仍將能夠拜訪對方的城邦、策劃陰謀、並從事<hint=hint_action_shadow>不法勾當</hint>。
$ 與{soul_uuid_king}的關係值：<green>{peace_king_im}</green>
$ 你將會獲得：<hint=hint_resource_gold>{peace_offer_cost}</hint>

此條約經過教會見證，是神聖而不可毀壞的。

[hint_ALLIES]

[hint_SENDER]"
hint_peace_treaty_king_accept,"簽署條約 
你同意簽署 {peace_duration} 日和平條約。

$ 這意味著在此期間，雙方將無法互相掠奪村落、攻擊城邦或強迫對方成為附庸。
$ 儘管如此，貴族仍將能夠拜訪對方的城邦、策劃陰謀、並從事<hint=hint_action_shadow>不法勾當</hint>。
$ 與{soul_uuid_king}的關係值：<green>{peace_king_im}</green>
$ 你將會獲得：<hint=hint_resource_gold>{peace_offer_cost}</hint>

此條約經過教會見證，是神聖而不可毀壞的。"
hint_peace_treaty_king_accept_letter_1,"~
我迫不及待想向您表達誠摯的感激之情！相信這項盟約標誌著你我兩家綿長友誼的開端！"
hint_peace_treaty_king_accept_letter_2,"~
即使期限短暫，但還是很高興能與閣下締結和平條約。通往和平之路道阻且長，但請相信這是為雙方帶來繁榮的唯一途徑！"
hint_defence_alliance_description,"~
[hint_defence_alliance_only_description]
$與{soul_uuid_king}的關係值：<green>{rel_defence_alliance}</green>"
hint_defence_alliance_offer,"邀請加入聯盟
{soul_uuid_king}將會加入由你所領導的自由城邦聯盟。

其意義為：
[hint_defence_alliance_description]

邀請費：<hint=hint_resource_gold>{alliance_invite_price}</hint>
{optional_duty_of_honor}"
hint_defence_alliance_offer_success,"聯盟擴張中！
{soul_uuid_king}決定加入你的自由城邦聯盟。

其意義為：
[hint_defence_alliance_description]
{optional_duty_of_honor_complete}"
hint_defence_alliance_break,"離開城邦聯盟
聯盟的領袖會視之為背叛。

$與{soul_uuid_king}的關係值：<red>{rel_defence_alliance_broken}</red>"
hint_defence_alliance_break_finish,"聯盟解散。
你和{soul_uuid_king}已不再相互約束。

$與{soul_uuid_king}的關係值：<red>{rel_defence_alliance_broken}</red>"
hint_defence_alliance_offer_success_letter_1,"~
我真希望有一天這世上不再需要分你我。但在這個草木皆兵的時代，這份條約將幫助我們共抗邪惡與背叛。"
hint_defence_alliance_offer_success_letter_2,"~
很高興能與貴國建立盟友關係。我們無疑需要彼此的支持，因為那個人人敦親睦鄰的美好時代早已一去不復返了！"
hint_defence_alliance_break_finish_letter_1,"~
解散聯盟只在一念之間，但其後果卻往往更為錯綜複雜。我雖不得不接受你的決定，但就個人的經驗而言，還是建議你切勿輕視盟友。"
hint_defence_alliance_break_finish_letter_2,"~
在這亂世之中，解除與鄰邦的和約對你一點好處都沒有！你總會有需要幫助的時候，而到時我將會袖手旁觀！"
hint_defence_alliance_destroy,"解散城邦聯盟
你將以領袖的身份解散自己的城邦聯盟。

這不會影響你與前盟友的關係值。"
hint_defence_alliance_offer_from_ai_accept,"加入聯盟
其意義為：
[hint_defence_alliance_description]

加入後，你會收到：<hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_from_ai,"結盟邀請
{soul_uuid_king}邀請你加入由其所領導的自由城邦聯盟。

其意義為：
[hint_defence_alliance_description]

加入後，你會收到：<hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_from_ai_success,"你已加入聯盟
你已與{soul_uuid_king}簽訂合約並加入該自由城邦聯盟。

其意義為：
[hint_defence_alliance_description]

你會收到：<hint=hint_resource_gold>{alliance_invite_price}</hint>"
hint_defence_alliance_offer_player,"結盟申請
向{soul_uuid_king}申請加入由他所領導的自由城邦聯盟。

其意義為：
[hint_defence_alliance_description]"
To The Top,
hint_union_ask_for_help,"求助
{soul_uuid_king}是你的盟友，因此當你面對威脅時，可以向他請求幫助。

${soul_uuid_king}將出借一支部隊，你可以在接下來的戰鬥中指揮他們上前線，否則他們將在三天內啟程返鄉。
$該部隊中每出現一名陣亡戰士，{soul_uuid_king}對你的態度都會惡化。"
hint_union_ask_for_help_success,"請求支援
{soul_uuid_king}依然忠於聯盟，並決定出借其戰士。

$你可以在接下來的戰鬥中指揮他們上前線，否則他們將在三天內啟程返鄉。
$該部隊中每出現一名陣亡戰士，{soul_uuid_king}對你的態度都會惡化 <red>{rel_every_soldier_dead}</red>"
hint_union_ask_for_help_fail,"請求支援
{soul_uuid_king}認為你不可能戰勝敵軍，因此反對讓自己及你的戰士上戰場送死。此人背棄了與你的條約，拒絕提供援助。

$此人將退出自由城邦聯盟
${soul_uuid_king}對你的態度：<red>{rel_defence_alliance_broken_by_ai}</red>"
hint_union_ask_for_help_success_letter_1,"~
我急於通知閣下，馳援的大軍即將從我邦啟程。我將虔誠祝禱這場戰役能夠大獲全勝，並且不會出現重大死傷！"
hint_union_ask_for_help_success_letter_2,"~
幫助盟友是我們神聖的職責。援兵很快就會抵達，請再稍等一會！我祈求聖母索菲亞不要收回對我們的垂愛，儘管最近她的祝福並不如從前慷慨。"
hint_union_ask_for_help_fail_letter_1,"~
你這不是要我的戰士去打仗，而是去送死。是你自己思慮不周，才會惹到這麼強大的對手，所以我是不會蹚這灘渾水的！"
hint_union_ask_for_help_fail_letter_2,"~
你很清楚以敵方的軍力，就算你我兩國加起來也沒有一戰之力！只有瘋子才會將戰士送往必死之地。請原諒我，但我無意涉入此事！"
hint_ask_for_help_from_ai_accept,"派兵馳援
{optional_additional_header}
成立遠征隊並將其派往前線增援。

$ {soul_uuid_supported}將會在接下來的戰鬥中指揮他們作戰，隨後再將他們送回我邦。
{optional_send_help_effects}
{optional_allyship}
{optional_will_gain_duty_of_honor}"
hint_aks_for_help_from_ai_success,"請求援軍
{optional_type_of_danger}

你的增援部隊已抵達{soul_uuid_supported}，並會在該城鎮中待命三天或待到第一場戰鬥結束後。

行動結果：
{optional_send_help_effects}
{optional_gain_duty_of_honor}"
hint_ask_for_help_from_ai_ignore,"請求援軍
{optional_type_of_danger}

{soul_uuid_king}並未等待你的支援。
{optional_ignore_allyship}"
hint_ask_for_help_from_ai_success_after_battle,"助戰有功
你的部隊幫助友邦成功擊退敵襲！"
hint_optional_union_allyship,"~
<b>盟友的責任</b>
$若你不肯派出援軍，他會視之為背信之舉，與聯盟領袖的關係將會大幅受損，而且<red>你有可能會因此被逐出城邦聯盟</red>。鄰邦也會感到錯愕與不滿。"
hint_optional_union_allyship_ignore,"~
<red>你背叛了對方。</red>

$ 與聯盟首領{soul_uuid_king_leader}的關係值：<red>{rel_defence_alliance_not_help}</red>
$ 與{soul_uuid_king}的關係值：<red>{rel_defence_alliance_broken}</red>
$ 與鄰邦的關係值：<red>{rel_defence_alliance_broken_neighbore}</red>"
hint_union_help_ai_ignore_letter_1,"~
叛徒！你怎敢在敵人如禿鷹般對我虎視眈眈時坐視不管？難道你忘了自己曾在條約上簽過名嗎？祝你和你的後代子孫全都下地獄！"
hint_union_help_ai_ignore_letter_2,"~
當初我的朝臣就曾反對與你這樣的宵小結盟！等著看吧，你背信的劣跡將如疾風般散播開來。有時候，惡名遠揚比大軍壓境還要可怕。"
hint_union_help_success_letter_1,"~
我就知道您是值得信賴的有德之人。感謝閣下的支持，不幸的是，我認為往後的戰事將會非常艱難。我將為我們所有人祈禱。"
hint_union_help_success_letter_2,"~
此番來信是為了表達對您信守承諾的感謝。您的部隊對我們而言無異於及時雨！往後只要您有需要，無論何時我都會伸出援手的。"
hint_defence_alliance_only_description,"~
王室彼此承諾，會在對方的城鎮受到其他家族攻擊時伸出援手。

此條約不適用於協防村落或劫匪襲擊。

$各方均承諾在聯盟國請求援助時，將派遣戰士予以支援。
$若領地與領袖的關係值低於 <red>-25</red>，則會撤銷其聯盟國資格。
$聯盟成員可以無限制地簽訂貿易合約，同時<hint=hint_market_volume_bonus>市場需求</hint>將會增加。
$<b>城邦聯盟的成員不得擁有附庸，</b>且<b>基於維持中立的要求</b>，不得對其他不在聯盟內的王國進行侵略行動。"
