Key,Deutsch
hint_warriors_take,"Angebot akzeptieren
$ Du erhältst {number_of_soldiers_for_gift} Krieger mit Kampfstufe {combat_level_of_soldiers_for_gift}.
$ Die Beziehungen mit {soul_uuid_king} verschlechtern sich um <red>{rel_de_soldiers_for_gift}</red>."
hint_warriors_take_success,"Das Angebot wurde akzeptiert
Du hast das Angebot von {soul_uuid_king} akzeptiert und seine Krieger sind bereits unterwegs. Deine Schwäche hat ihn jedoch misstrauisch gemacht.

$ {number_of_soldiers_for_gift} Krieger mit Kampfstufe {combat_level_of_soldiers_for_gift} werden demnächst in deiner Siedlung eintreffen.
$ Die Beziehungen mit {soul_uuid_king} verschlechtern sich um <red>{rel_de_soldiers_for_gift}</red>."
hint_warriors_take_success_letter_1,"~
Mir ist bewusst, dass dir Unglück bevorsteht. Ich werden dir meine Krieger schicken. Hoffentlich ist dir der Himmel gnädig und du kannst den Sieg erringen, versuch aber, deinen Nachbarn in Zukunft keine weiteren Schwierigkeiten zu bescheren."
hint_warriors_take_success_letter_2,"~
Ich schicke dir meine Krieger, denn niemand sollte einem solchen Feind allein begegnen müssen. Ich vertraue darauf, dass du diese Unterstützung wertschätzt und mich in Zukunft nicht enttäuschen wirst. Wisse, dass ich mich hier gegen meine eigene Sippe stelle, die mir von diesem Schritt abgeraten hat."
hint_religion_riot_success,"Religiöse Rebellion
Infolge von Konflikten mit dem Bischof brach in der Stadt eine religiöse Rebellion aus.

$ Ein erheblicher Teil der Bevölkerung und der Armee ist tot.
$ {soul_uuid_prey} wurde von aufständischen Fanatikern ermordet."
optional_relations_heir_rebellion,"~
$ Wenn {soul_uuid_heir} siegreich ist, verbessern sich eure Beziehungen: <green>{rel_neigh_improve}</green>
{optional_will_gain_duty_of_honor}
$ Wenn {soul_uuid_king} den Sieg erringt, verschlechtern sich eure Beziehungen: <red>{rel_neigh_de}</red>"
hint_heir_riot_heir,"Rebellion des Erben
{optional_type_of_danger}

Es ist in naher Zukunft zu erwarten, dass sich der Erbe erheben und einige Lords und Krieger für sich gewinnen können wird.

Man fordert deine Unterstützung an und bittet dich, eine Armee zu entsenden – mit dem Versprechen, sich dafür dankbar zu zeigen.

$ Gleichzeitig ist der Grad der Unterstützung für die beiden Seiten durch die Armee unbekannt und wird erst in letzter Sekunde deutlich.

Mögliche Konsequenzen, falls du {soul_uuid_heir} unterstützt:
[optional_relations_heir_rebellion]

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_heir_riot_deathlist,"~
Die überlebenden besiegten Lords sind in benachbarte Territorien geflohen, die besiegten Krieger haben sich den Waldbanditen angeschlossen."
hint_heir_riot_heir_success,"Der Erbe war siegreich!
{soul_uuid_previous_heir} ist der neue König, {soul_uuid_previous_king} wurde besiegt!

[hint_heir_riot_deathlist]
{optional_gain_duty_of_honor}"
hint_heir_riot_heir_fail,"Sieg des Königs!
{soul_uuid_previous_king} hat die Rebellion niedergeschlagen und {soul_uuid_previous_heir} besiegt!

[hint_heir_riot_deathlist]
{optional_gain_duty_of_honor}"
hint_heir_riot_heir_success_letter_1,"~
Ich setze dich auf schnellstem Weg darüber in Kenntnis, dass der Sieg und damit auch die Krone mein sind! Du sollst wissen, dass ich weder Verräter noch jene, die mir geholfen haben, je vergessen werde."
hint_heir_riot_heir_success_letter_2,"~
Endlich ist meine Zeit gekommen und nun bin ich König. Ohne deine Unterstützung wäre dies allerdings nicht möglich gewesen. Aber dazu sind Nachbarn doch schließlich da, nicht wahr?"
hint_heir_riot_king,"Schutz vor Rebellion
{optional_type_of_danger}

Es ist in naher Zukunft zu erwarten, dass sich der Erbe erheben und versuchen wird, einige Lords und Krieger für sich zu gewinnen.

Machthaber {soul_uuid_king} wird bedroht und bittet um Unterstützung in Form einer Armee. Er verspricht, unsere Hilfe in diesen schwierigen Zeiten niemals zu vergessen.

$ Gleichzeitig ist der Grad der Unterstützung für die beiden Seiten durch die Armee unbekannt und wird erst in letzter Sekunde deutlich.

Mögliche Konsequenzen, falls du {soul_uuid_king} unterstützt:
$ Wenn {soul_uuid_king} siegreich ist, verbessern sich eure Beziehungen: <green>{rel_neigh_improve}</green>
{optional_will_gain_duty_of_honor}
$ Wenn {soul_uuid_heir} siegreich ist, verschlechtern sich eure Beziehungen: <red>{rel_neigh_de}</red>
{optional_allyship}

[hint_unavailable_heir_rebellion_in_ai_town]"
hint_heir_riot_king_success_letter_1,"~
Danke, dass du mir in diesem Konflikt Beistand geleistet und meine rechtmäßige Herrschaft anerkannt hast! Du hast mich vor dem buchstäblichen Ruin gerettet und ich werde es dir nie vergessen. Möge die Heilige Sophia dich segnen."
hint_heir_riot_king_success_letter_2,"~
Mit schwerem Herzen muss ich mir eingestehen, dass ich von Verrätern umgeben bin und nicht einmal in meinem eigenen Anwesen sicher bin. Danke, dass du meine rechtmäßige Herrschaft anerkennst und mir dabei hilfst, den Thron zu schützen! Dieser Akt der Loyalität wird nie vergessen sein."
optional_relations_vassal_riot,"~
$ Beziehungen zu {soul_uuid_king}: <green>{rel_im_help}</green>
$ Beziehungen zu {soul_uuid_king_s}: <red>{rel_de_sir}</red>"
hint_ai_vassal_riot_description,"Vasallenaufstand
{optional_type_of_danger}

Er bittet alle Nachbarn um Hilfe, die an seiner Freundschaft interessiert sind, und nicht vor einer Verschlechterung der Beziehungen zu {soul_uuid_king_s} zurückschrecken.

Du kannst deine Armee entsenden und den Aufstand unterstützen.

<b>Konsequenzen</b>
$ Wenn {soul_uuid_king} siegreich ist, erlangt er die Unabhängigkeit.
$ Wenn {soul_uuid_king_s} siegreich ist, bleibt {soul_uuid_king} ein Vasall.
{optional_send_help_effects}
{optional_allyship}
{optional_will_gain_duty_of_honor}
{optional_possible_helpers}"
hint_ai_vassal_riot_success,"~
{soul_uuid_king} ist jetzt unabhängig."
hint_ai_vassal_riot_fail,"~
{soul_uuid_king} konnte seine Unabhängigkeit nicht beibehalten und bleibt ein Vasall."
hint_ai_vassal_riot_success_letter_1,"~
Es gibt nichts Wertvolleres als die Freiheit. Der Kampf um die Befreiung vom Joch des Lehensherren ist eine Frage der Ehre – und ohne deine Hilfe hätte ich es nie geschafft!"
hint_ai_vassal_riot_success_letter_2,"~
Du bist um meiner Freiheit willen nicht vor einem Konflikt mit meinem Lehensherren zurückgeschreckt. Ein Vasall ist nur, wer Unabhängigkeit nie kennengelernt hat. Danke, Freund. Mein Herz verrät mir, dass wir eines Tages gemeinsam Krieg gegen das Unrecht führen werden."
hint_ai_vassal_riot_fail_letter_1,"~
Du wagst es, dich mir zu widersetzen und meinem Vasallen zu Hilfe zu eilen? Und du erbärmlicher Feigling dachtest auch noch, mich besiegen zu können? Dieses Schicksal wird allen widerfahren, die sich in die internen Angelegenheiten ihrer Nachbarn einmischen. Auf sie wartet nichts als die Niederlage!"
hint_ai_vassal_riot_fail_letter_2,"~
Du hast beschlossen, meinem Vasallen zu helfen und dich gegen mich zu wenden. Welch unverzeihlicher Fehler! Nun erfreue dich an deiner Niederlage und vergiss nicht, dich fortan als „jämmerlichen Soldaten“ erkennen zu geben!"
optional_relations_ai_attack,"~
$ Beziehungen zu {soul_uuid_king}: <green>{rel_im_help}</green>
$ Beziehungen zu {soul_uuid_king_s}: <red>{rel_de}</red>"
hint_ai_attack_description,"Drohende Plünderung
{optional_type_of_danger}

Deshalb bittet König {soul_uuid_king} von {faction_uuid} alle Nachbarn um Hilfe, die gewillt sind, ihm zur Seite zu stehen.

Du kannst deine Armee entsenden, um bei der Verteidigung von {faction_uuid} zu helfen.

<b>Konsequenzen</b>
{optional_send_help_effects}
{optional_allyship}
{optional_possible_helpers}"
hint_ai_attack_success,"~
{soul_uuid_king} war siegreich und konnte die Stadt vor einer Plünderung bewahren."
hint_ai_attack_fail,"~
{soul_uuid_king} wurde besiegt und konnte die Stadt nicht vor der Plünderung bewahren."
hint_ai_attack_success_letter_1,"~
Ich möchte dir eilig Dank dafür aussprechen, dass du mir zur Seite gestanden hast. Ich weiß, es war eine schreckliche Schlacht und deine Verluste beträchtlich. Doch sei versichert, dass alles Gute, was du getan hast, nie vergessen wird!"
hint_ai_attack_success_letter_2,"~
Ich scheint, ich wäre ohne deine Unterstützung nicht siegreich gewesen. Du bist für die Gerechtigkeit eingestanden und hast beschlossen, meine Sache zu unterstützen. Solche Daten bleiben im kollektiven Gedächtnis bestehen und ich schwöre, dass ich dir im Notfall zu Hilfe eilen werde!"
hint_ai_attack_fail_letter_1,"~
Einen derartigen Verrat hätte ich mir von dir nicht erwartet! Mich gemeinsam mit meinem erklärten Feind derartig hinterlistig zu überfallen ... Doch die Heilige Sophia stand mir beiseite. Nun sollst du die Früchte deiner Torheit ernten, während ich meinen Sieg auskoste!"
hint_ai_attack_fail_letter_2,"~
Du hast dich dazu entschlossen, meinem Feind beizustehen und mich anzugreifen. Doch ich weiß, dass du nicht mit einer Niederlage gerechnet hättest, während ich selbst von der Schwäche deiner Armee überrascht war. Beim nächsten Mal wird mir bewusst sein, welch unbedeutender Widersacher mir gegenübersteht!"
hint_ai_vassalite_description,"Drohende Vasallität
{optional_type_of_danger}

Deshalb bittet König {soul_uuid_king} von {faction_uuid} alle Nachbarn um Hilfe, die gewillt sind, ihm zur Seite zu stehen.

Du kannst deine Armee entsenden, um bei der Verteidigung von {faction_uuid} zu helfen.

<b>Konsequenzen</b>
{optional_send_help_effects}
{optional_allyship}
{optional_possible_helpers}"
hint_ai_vassalite_success,"~
{soul_uuid_king} konnte den Sieg erringen und seine Unabhängigkeit bewahren."
hint_ai_vassalite_fail,"~
{soul_uuid_king} wurde besiegt und ist nun ein Vasall von {faction_uuid_s}."
hint_ai_vassalite_success_letter_1,"~
Ich bedanke mich von ganzem Herzen für deine Unterstützung. Nur dank deiner Intervention konnte ich meine Freiheit beibehalten und den erniedrigenden Status eines Vasallen vermeiden. Die Schlacht war grimmig und ich wäre bestimmt daran gescheitert, diesem Schurken einen so unverschämt hohen Tribut zu zollen."
hint_ai_vassalite_success_letter_2,"~
Du hast mich davor bewahrt, einen unvorstellbar hohen Tribut bezahlen zu müssen. Möge dich die Heilige Sophia dafür reich belohnen! Ich weiß, dass deine Armee schwere Verluste hinnehmen musste, doch sei dir sicher, dass ich meine Schuld begleichen werde!"
hint_ai_vassalite_fail_letter_1,"~
Wie ich sehe, brauchst du offenbar dringend Todfeinde?! Hast du wirklich gedacht, dass du diesen Hund vor der Vasallität unter meiner Herrschaft bewahren könntest? Dein Scheitern wird anderen eine Lehre sein und alle werden sehen, dass es der Inbegriff der Torheit ist, sich gegen mich zu wenden!"
hint_ai_vassalite_fail_letter_2,"~
Du hast nicht nur Torheit demonstriert, sondern deine Feigheit auf dem Schlachtfeld allen Nachbarn eindrücklich bewiesen. Als Herrscher habe ich das alleinige Recht zu unterwerfen, wer auch immer mir beliebt. Du solltest es besser beherzigen."
hint_ai_destroy_description,"Drohende Zerstörung
{optional_type_of_danger}

Deshalb bittet König {soul_uuid_king} von {faction_uuid} alle Nachbarn um Hilfe, die gewillt sind, ihm zur Seite zu stehen.

Du kannst deine Armee entsenden, um {faction_uuid} vor der vollständigen Vernichtung zu bewahren.

<b>Konsequenzen</b>
{optional_send_help_effects}
{optional_allyship}
{optional_will_gain_duty_of_honor}
{optional_possible_helpers}"
hint_ai_destroy_success,"~
{soul_uuid_king} war siegreich und konnte Leben und Provinz verteidigen."
hint_ai_destroy_fail,"~
{soul_uuid_king} wurde besiegt. Die Familie wurde ausgelöscht, die Stadt zerstört."
hint_ai_destroy_success_letter_1,"~
Es kommt heutzutage selten vor, dass man Hilfe von Nachbarn erhält, wenn das eigene Königreich zu zerfallen droht! Ich danke dir, dass du meine Heimat vor dem sicheren Untergang bewahrt hast!"
hint_ai_destroy_success_letter_2,"~
Du hast dich nicht nur mit meinem Feind zusammengetan, sondern auch der ganzen Welt bewiesen, dass du als Krieger ein Feigling bist! Deine heutige Niederlage ist erst der Anfang. Ich werde es mir zum Ziel setzen, dich deiner gesamten Armee zu berauben."
hint_ai_destroy_fail_letter_1,"~
Du hast nicht nur mit dem Feind gekämpft, sondern auch der ganzen Welt deine Feigheit als Krieger zur Schau gestellt! Deine heutige Niederlage ist erst der Anfang. Ich werde alles dafür tun, dass kein einziger Krieger mehr unter deinem Banner in die Schlacht zieht!"
hint_ai_destroy_fail_letter_2,"~
Niemand schlägt sich ungestraft auf die Seite meiner Feinde! Es war so offensichtlich, dass du diese Schlacht verlieren würdest ... Man könnte glatt an deinem Verstand zweifeln!"
hint_ai_maroder_description,"Plünderer nähern sich
{optional_type_of_danger}

Deshalb bittet König {soul_uuid_king} alle Nachbarn um Hilfe, die dazu in der Lage sind.

Da es sich bei den Plünderern um <hint=hint_cainism>ketzerische Cainiten</hint> handelt, hat diese Aktion den Segen <hint=hint_sofia_cult>der Kirche</hint>.

<b>Konsequenzen</b>
{optional_send_help_effects}
{optional_allyship}
{optional_possible_helpers}"
hint_ai_maroder_success,"~
Du hast den Plünderertrupp besiegt und {soul_uuid_king} kann sein Dorf retten."
hint_ai_maroder_fail,"~
Du wurdest vom Plünderertrupp besiegt, doch {soul_uuid_king} ist dir für deine Mühe dankbar."
hint_ai_maroder_success_letter_1,"~
Nur ein tapferer Krieger wie du selbst kann es mit diesen Plünderern aufnehmen. Du hast eine Vielzahl unschuldiger Seelen vor Tod und Knechtschaft bewahrt und ich werde dir bis ans Ende meiner Tage für deine Taten dankbar sein. Hab Dank!"
hint_ai_maroder_success_letter_2,"~
Hättest du nicht geholfen, hätten diese Plünderer meine gesamte Siedlung vernichtet. Möge die Heilige Sophia dich und deine Familie stets schützen!"
hint_ai_maroder_fail_letter_1,"~
Ich bedauere zutiefst, dass du und deine Krieger von diesen gnadenlosen Plünderern Leid erfahren haben. Ich trage nicht zuletzt die Schuld daran, da ich dich in die Sache mit hineingezogen habe. Ich danke dir, gütiger Nachbar, für deine unschätzbar wertvolle Unterstützung!"
hint_ai_maroder_fail_letter_2,"~
Ich danke dir dafür, dass du meinem Hilferuf gefolgt bist. Es ist bitter, dass diese gottlosen Plünderer deinen Kriegern Schaden zugefügt haben. Du bist ein wahrer Freund!"
hint_ai_forest_danger_success,"~
{soul_uuid_king} war siegreich und konnte seine Stadt retten."
hint_ai_forest_danger_fail,"~
{soul_uuid_king} wurde besiegt und seine Stadt geplündert."
hint_ai_forest_danger_success_letter_1,"~
Du kannst mir glauben, dass ich mit Dankesworten normalerweise sparsam umgehe. Du hast mir in einem Augenblick höchster Not ausgeholfen. Deine Krieger kämpften heldenmütig und tapfer. Danke – und wisse, dass deine Taten nicht vergessen werden."
hint_ai_forest_danger_success_letter_2,"~
Du hast mir dabei geholfen, mich gegen den Feind zu verteidigen. Das ehrt dich. Viele Nachbarn besuchen meine Provinz zur Belustigung und wegen der Jagd, doch kaum einer von ihnen reagierte auf mein Hilfsgesuch, als ich in Nöten war. Danke!"
hint_ai_forest_danger_fail_letter_1,"~
Die Natur hat mich nicht mit Eloquenz gesegnet, doch ich kann meinen Dank in Form von Taten ausdrücken. Du hast große Tapferkeit bewiesen, als du mir zu Hilfe geeilt bist. Vielleicht haben wir verloren und Verluste erlitten – doch die Strahlkraft deiner Tat ist trotz dieser Niederlage groß."
hint_ai_forest_danger_fail_letter_2,"~
Ich bin es nicht gewohnt, unterwürfig zu sein oder Schwächeren meinen Dank auszudrücken. Doch ein Gerechtigkeitssinn ist mir nicht fremd und ich danke dir für deine Unterstützung."
hint_player_city_danger,"Mit Plünderung drohen
{optional_type_of_danger}

{optional_possible_helpers}"
hint_general_conflict_makha,"~

{soul_uuid_king_1} verhält sich wie ein typischer Makha und ist äußerst verärgert, dass {soul_uuid_king_2} das geliehene Gold nicht unverzüglich zurückzahlt.

{soul_uuid_king_2} andererseits denkt, dass derartige Spitzfindigkeiten das kollektive Ansehen der Adelsgeschlechter in den Augen der Bauernschaft schädigen könnten. Er verspricht, die Schuld bei nächster Gelegenheit zu begleichen."
hint_general_conflict_kaiden,"~

{soul_uuid_king_1} gehört der Kaiden-Kultur an, die Loyalität über alle anderen Werte stellt. Er denkt daher, dass {soul_uuid_king_2} den entflohenen Lord an ihn ausliefern sollte.

{soul_uuid_king_2}, der dem Flüchtling Zuflucht gewährt hat, denkt, dass Lords keine Gefangenen sind und das Recht haben, ihr Adelshaus selbst und frei zu wählen."
hint_general_conflict_fanatic,"~

{soul_uuid_king_1} ist ein Fanatiker und pocht auf die Frömmigkeit seiner Nachbarn, während {soul_uuid_king_2} Glauben und Tempelbau keine besondere Aufmerksamkeit schenkt. Nur die Kirche kann Norland vor der drohenden Dunkelheit bewahren, daran müssen sich alle stets erinnern.

{soul_uuid_king_2} denkt, dass es sein Auftrag ist, den Lauf der Dinge zu kontrollieren – und niemand wagt es, sich seinen Aktionen zu widersetzen."
