Key,Indonesia
opinion_mind.try_to_kill_me,Mencoba Membunuh Saya!
opinion_mind.manners_good,Berperilaku Baik
opinion_mind.manners_too_high,Terlalu Berperilaku Baik
opinion_mind.manners_too_low,Petani Kasar
opinion_mind.pregnancy_father,Ayah Anak Saya
opinion_mind.pregnancy_mother,Ibu Anak Saya
opinion_mind.dummy_bastard,Anak Haram dari Petani
opinion_mind.lord_bastard,Anak Haram dari Bangsawan
opinion_mind.child,Anak Saya
opinion_mind.parent,Orang Tua Saya
opinion_mind.rescued_from_captivity,Menyelamatkan Saya dari Penahanan!
opinion_mind.speeping_with_my_partner,Tidur dengan Pasangan Saya!
opinion_mind.uncle,Paman/Bibi
opinion_mind.nephew,Keponakan
opinion_mind.brother,Saudara Laki-laki/Saudara Perempuan
opinion_mind.related_marriage,Terkait melalui Pernikahan
opinion_mind.returned_debt,Mengembalikan Utang
opinion_mind.not_returned_debt,Mengkhianati Kepercayaan Saya
opinion_mind.not_returned_debt_neighbor,Gagal Membayar Utang kepada Tetangga
opinion_mind.player_paid_tribute,Membayar Upeti kepada Saya
opinion_mind.player_refuse_to_pay,Menolak Membayar
opinion_mind.king_demand_pay,Memeras Upeti dari Saya
opinion_mind.attacked_me,Menyerang Saya
opinion_mind.attack_neighbors,Menyerang Tetangga
opinion_mind.attack_traity,Agresi terhadap Saya
opinion_mind.attack_traity_neighbors,Agresi terhadap Tetangga
opinion_mind.attack_coward,Gagal Muncul untuk Duel
opinion_mind.vassal,Bawahan Saya
opinion_mind.senior,Atasan Saya
opinion_mind.vassal_duty_did,Memenuhi Kewajiban Bawahan
opinion_mind.betrayal,Mengkhianati Saya
opinion_mind.betray_vassal_oath,Melanggar Sumpah Bawahan
opinion_mind.king_bastard,Anak Haram Tidak Boleh Memakai Mahkota!
opinion_mind.king_woman,Wanita Tidak Boleh Memakai Mahkota!
opinion_mind.greetings_me,Menyapa Saya
opinion_mind.loot_my_village,Merampok Desa Saya
opinion_mind.friend_of_bandits,Bernegosiasi dengan Perampok Hutan
opinion_mind.enemy_of_bandits,Mengalahkan Perampok Hutan
opinion_mind.killed_wolves,Membunuh Kawanan Serigala
opinion_mind.kicked_out,Mengasingkan Saya
opinion_mind.take_title,Merampas Gelar Saya
opinion_mind.kicked_out_my_lord,Mengasingkan Bangsawan Saya
opinion_mind.discharge,Perbaikan Hubungan
opinion_mind.free_lord_terror,Upaya Pembunuhan terhadap Bangsawan Bebas
opinion_mind.my_teacher,Guru Saya
opinion_mind.dictator_habits,Kecenderungan Diktatorial
opinion_mind.threatened_me,Mengancam Saya
opinion_mind.crime_criminal_not_punished,Kriminal Bebas Tanpa Hukuman
opinion_mind.friend_of_my_child,Teman Anak
opinion_mind.best_friend_of_my_child,Sahabat Anak
opinion_mind.enemy_of_my_child,Musuh Anak
opinion_mind.worst_enemy_of_my_child,Musuh Paling Mematikan Anak
opinion_mind.friend_of_my_spouce,Teman Pasangan
opinion_mind.best_friend_of_my_spouce,Sahabat Pasangan
opinion_mind.enemy_of_my_spouce,Musuh Pasangan
opinion_mind.worst_enemy_of_my_spouce,Musuh Paling Mematikan Pasangan
opinion_mind.sex_with_other,Cinta Saya Tidur dengan Orang Lain
opinion_mind.caring_parent,Orang Tua yang Peduli
opinion_mind.good_child,Keturunan yang Patuh
opinion_mind.start_friend,Sekutu Lama
opinion_mind.start_sympathy,Simpati
opinion_mind.start_dislike,Antipati
opinion_mind.start_enemy,Musuh Bersumpah
opinion_mind.too_smart,Terlalu Cerdas
opinion_mind.sinner,Dosa (Fanatisme)
opinion_mind.was_punished,Dihukum
opinion_mind.trade_with_enemy,Berdagang dengan Musuh Saya
opinion_mind.dont_kill_bandits,Gagal Menghilangkan Perampok
opinion_mind.kill_not_own_bandits,Ikut Campur Urusan Orang Lain
opinion_mind.killed_my_friend,Membunuh Teman Saya
opinion_mind.killed_my_enemy,Membunuh Musuh Saya
opinion_mind.first_night_together,Malam Pertama Bersama
opinion_mind.loot_vassal_village,Merampok Desa Bawahan
opinion_mind.trade_with_me,Kesepakatan Sukses
opinion_mind.victorious_generosity,Kemurahan Hati Pemenang
opinion_mind.knocked_up_my_daughter,Membuahi Putri Saya
opinion_mind.rebelled_against_kin,Memberontak Melawan Raja Sendiri
opinion_mind.traitors_slander,Fitnah terhadap Pengkhianat
opinion_mind.not_control_own_bandits,Tidak Mengendalikan Perampok Mereka
opinion_mind.unholly_hospitality,Melanggar Kesucian Keramahan
opinion_mind.demand_vassalage_to_me,Mencoba Menaklukkan Saya
opinion_mind.mind_kidnaper,Penculik
opinion_mind.mind_kidnaper_neighbore,Menculik Bangsawan Tetangga
opinion_mind.mind_assassinate,Mengirim Pembunuh Bayaran
opinion_mind.mind_assassinate_neighbore,Mengirim Pembunuh Bayaran ke Tetangga
opinion_mind.dead_captive,Sandera Telah Meninggal
opinion_mind.captive_hold,Memegang Sandera
opinion_mind.release_captive,Melepaskan Sandera
opinion_mind.captive_terror,Menyiksa Sandera
opinion_mind.lord_rebellion_support_heir_to_heir,Mendukung Pemberontakan
opinion_mind.lord_rebellion_support_king_to_heir,Tidak Mendukung Pemberontakan
opinion_mind.lord_rebellion_support_heir_to_king,Tidak Mendukung Otoritas yang Sah
opinion_mind.lord_rebellion_support_king_to_king,Mendukung Otoritas yang Sah
opinion_mind.poaching_my_lords,Mencuri Bangsawan Saya
opinion_mind.betrayed_home,Mengkhianati Rumah Sendiri
opinion_mind.book_stealer,Mencuri Buku
opinion_mind.gold_stealer,Melakukan Perampokan
opinion_mind.refuse_light_vassals,Menolak Kewajiban Bawahan
opinion_mind.showed_weakness,Menunjukkan Kelemahan
opinion_mind.guest_death_for_owners,Kematian Mencurigakan Anggota Keluarga
opinion_mind.guest_death_for_opponents,Kematian Mencurigakan Tamu
opinion_mind.faceless,Hor Hampa
opinion_mind.not_faceless,Bukan Hor Hampa
opinion_mind.hate_males,Kebencian terhadap Pria
opinion_mind.hate_females,Kebencian terhadap Wanita
opinion_mind.blissful,Bahagia
opinion_mind.saint,Orang Suci
opinion_mind.drug_addict,Pecandu
opinion_mind.coward,Penakut
opinion_mind.help_against_facelesse,Membantu Melawan Hor Hampa
opinion_mind.tried_to_poison,Upaya Keracunan
opinion_mind.tried_to_poison_my_member,Mencoba Meracuni Bangsawan Saya
opinion_mind.greedy,Keserakahan
opinion_mind.king_role_weaker_than_me,Lebih Lemah dari Saya (Kaiden)
opinion_mind.king_role_stronger_than_me,Lebih Kuat dari Saya (Kaiden)
opinion_mind.king_role_poorer_than_me,Lebih Miskin dari Saya (Makha)
opinion_mind.king_role_reacher_than_me,Lebih Kaya dari Saya (Makha)
opinion_mind.king_role_agnostic,Agnostik (Tanaya)
opinion_mind.king_role_fanatic,Fanatik (Tanaya)
opinion_mind.king_role_bandit_torelate,Menerima Perampok (Kaiden)
opinion_mind.king_role_fight_with_bandit,Bertarung dengan Perampok (Kaiden)
opinion_mind.king_role_many_slaves,Banyak Tahanan (Varns)
opinion_mind.king_role_no_slaves,Tidak Ada Tahanan (Varns)
opinion_mind.king_role_vassal,Bawahan (Varns)
opinion_mind.king_role_suzerain,Atasan (Varns)
opinion_mind.king_role_dumber_than_me,Lebih Bodoh dari Saya (Makha)
opinion_mind.king_role_smarter_than_me,Lebih Pintar dari Saya (Makha)
opinion_mind.women_king,Wanita di Takhta
opinion_mind.disinherited_me,Merampas Warisan Saya
opinion_mind.illigal_heir,Ahli Waris Tidak Sah
opinion_mind.few_fanatics,Kurangnya Fanatik
opinion_mind.few_churchs,Kuil Tidak Cukup
opinion_mind.enough_fanatics,Banyak Fanatik di Kota
opinion_mind.enough_churchs,Jumlah Kuil yang Cukup
opinion_mind.blissful,Bahagia
opinion_mind.provoke_duel,Memprovokasi Duel
opinion_mind.provoke_duel_neighbore,Memprovokasi Duel dengan Tetangga
opinion_mind.declare_peace,Perjanjian Damai
opinion_mind.trade_agreement,Perjanjian Perdagangan
opinion_mind.cruel_ruler,Penguasa Licik
opinion_mind.bishop_frogivness,Telah Diampuni
opinion_mind.enemy_of_bandits_bishop,Menghancurkan Kemah Perampok
opinion_mind.pitty,Kasihan
opinion_mind.help_in_rescue,Bantuan dalam Pembebasan
opinion_mind.lord_lowborn,Kebangsawanan Rendah
opinion_mind.matriarch_fanatic_mind,Jumlah Fanatik di Kota ({percent})
opinion_mind.friend_lost_title,Merampas Gelar Teman Saya
opinion_mind.bishop_opinion,Pendapat Uskup
opinion_mind.defence_alliance_lost_soldier,Kerugian di Kalangan Penguatan
opinion_mind.defence_alliance_lost_lord,Komandan Penguatan Hilang
opinion_mind.defence_alliance_broken,Aliansi Putus
opinion_mind.defence_alliance,Bagian dari Aliansi yang Sama dengan Saya
opinion_mind.defence_alliance_send_army,Menghormati Aliansi
opinion_mind.defence_alliance_broken_neighbore,Mengkhianati Sekutu
opinion_mind.new_bishop,Episkopat Baru
opinion_mind.enemy_of_my_ally,Musuh Sekutu Saya
opinion_mind.ally_of_my_enemy,Sekutu Musuh Saya
opinion_mind.same_culture,Budaya Sama
opinion_mind.xenophobic_culture,Budaya Dibenci
opinion_mind.slander_to_other_king,Menyimpan Dendam terhadap Raja Lain
opinion_mind.slander_from_other_king,Fitnah
opinion_mind.help_in_vassal_riot_to_vassal,Membantu dalam Perjuangan Kemerdekaan
opinion_mind.help_in_vassal_riot_to_sir,Membantu Bawahan Pemberontak
opinion_mind.help_in_lords_family_attack_to_victim,Membantu dalam Pertahanan Kota.
opinion_mind.help_in_lords_family_attack_to_attacker,Membantu Menangkis Serangan Kami
opinion_mind.help_in_lords_family_destroy_to_victim,Membantu Menyelamatkan Kota dari Penghancuran
opinion_mind.help_in_lords_family_destroy_to_attacker,Membantu Menyelamatkan Kota dari Penghancuran
opinion_mind.help_in_mountais_bandits_attack,Membantu Menghancurkan Perampok
opinion_mind.helped_tanaya_king,Membantu Raja-raja Tanaya
opinion_mind.helped_makha_king,Membantu Raja-raja Makkha
opinion_mind.rival_for_power,Saingan untuk Kekuasaan
opinion_mind.crown_desire,Keinginan Mahkota
opinion_mind.bishop_to_fanatic,Fanatik
opinion_mind.bishop_to_agnostic,Agnostik
opinion_mind.transfered_king,Memberikan Mahkota
opinion_mind.distrust,Ketidakpercayaan
opinion_mind.try_to_vassal_my_vassal,Mencoba Menaklukkan Bawahan Saya
opinion_mind.contempt_of_genius,Penguasa Lain Hanyalah Tak Berguna!
opinion_mind.force_neutrality_my_ally,Memaksa Netralitas Sekutu
opinion_mind.force_neutrality_my_vassal,Memaksa Netralitas Bawahan
opinion_mind.force_neutrality_me,Memaksa Saya Tetap Netral
opinion_mind.force_neutrality_to_leader,Melanggar Perjanjian
opinion_mind.competitor_for_influence,Pesaing untuk Pengaruh
opinion_mind.ally_was_attacked,Menyerang Sekutu Saya
opinion_mind.vassal_was_attacked,Menyerang Bawahan Saya
opinion_mind.spouses_opinion_about_king,Pendapat Pasangan
opinion_mind.sir_of_my_enemy,Atasan Musuh Saya
opinion_mind.ally_of_my_enemy,Sekutu Musuh Saya
opinion_mind.bishop_is_dead,Kematian Mencurigakan Uskup
opinion_mind.purification_by_fire,Dijadikan Pemurnian dengan Api
opinion_mind.personal_conflict_ignore,Takut Terlibat dalam Konflik
opinion_mind.personal_conflict_support_me,Mendukung Saya dalam Konflik
opinion_mind.personal_conflict_support_enemy,Mendukung Musuh Saya dalam Konflik
opinion_mind.betray_sir_oath,Melanggar Sumpah Atasan
opinion_mind.lord_neutralised,Membantu Menyingkirkan Bangsawan Bermasalah
opinion_mind.apostate,Murtad
opinion_mind.purchase_stolen_rings,Membeli Cincin yang Dicuri dari Saya!
opinion_mind.took_my_house,Mengambil Rumah Saya!
opinion_mind.family_relative_strange_dead,Kematian Kerabat
opinion_mind.want_to_burn_my_town,Dia Ingin Membakar Kota Saya!
opinion_mind.want_to_burn_town_unfair_neighbores,Agresi terhadap Tetangga
opinion_mind.defence_alliance_not_help,Mengkhianati Sekutu
opinion_mind.praise_from_other_king,Pujian dari Tetangga
opinion_mind.demand_tribute_neighbors,Menuntut Upeti dari Tetangga
opinion_mind.king_diplomacy,Komunikasi dengan Utusan
opinion_mind.strong_sir_army,Kekuatan Tentara Atasan
opinion_mind.allowed_death_of_close,Membiarkan Kematian Orang Tercinta
opinion_mind.crown_envy,Iri dengan Mahkota
opinion_mind.forced_marriage,Pernikahan Paksa
opinion_mind.ex_heir_enemy,Pesaing Mantan untuk Takhta
opinion_mind.king_defied_church,Menantang Otoritas Gereja
opinion_mind.agnostic_to_fanatic,Fanatik Sial (Agnostisisme)
opinion_mind.fanatic_to_agnostic,Agnostik Sial (Fanatisme)
opinion_mind.untitled_to_others,"Iri dengan Gelar "
opinion_mind.others_to_untitled,Meremehkan Bangsawan Rendah
activity_state.ambush_panic.go_to,Melarikan Diri dari Bahaya
activity_state.ambush_panic.waiting,Mengalami Serangan Panik
activity_state.ambush_prepare,Bersiap untuk Serangan
activity_state.atm.go_to,Pergi Membawa Jasad
activity_state.atm.process,Membawa Jasad
activity_state.battle_follow_enemy,Mengejar Musuh
activity_state.battle_process,Bertarung
activity_state.battle_squad_commander,Memimpin Regu
activity_state.battle_squad_go_to_formation,Pergi ke Komandan
activity_state.battle_squad_in_formation,Bagian dari Regu
activity_state.battle_win,Merayakan Kemenangan
activity_state.book_reading.go_to,Pergi Membaca Puisi
activity_state.book_reading.process,Membaca Puisi
activity_state.burning.process,Terbakar dalam Rasa Sakit
activity_state.caravaneer.trade.go_to,Pergi Berdagang
activity_state.caravaneer.trade.process,Siap Berdagang
activity_state.slave.trade.go_to,Pergi ke Karavaner
activity_state.free_lord.go_to,Menunggu Direkrut
activity_state.slave.suicide,Bunuh Diri
activity_state.church.go_to,Pergi ke Kuil
activity_state.church.morning_service.process,Khotbah Sukacita
activity_state.church.morning_service.waiting,Menunggu Khotbah
activity_state.church.pray,Berdoa
activity_state.conversation.go_to,Pergi Berbicara dengan {name}
activity_state.criminal.burglary.go_to,Pergi Merusak Masuk Rumah
activity_state.criminal.burglary.lockpicking,Memecahkan Kunci
activity_state.criminal.burglary.process,Merampok Rumah
activity_state.criminal.burglary.waiting,Menunggu Rekan
activity_state.criminal.night_murder,Pergi Membunuh Musuh
activity_state.criminal.robbery,Mencari Korban untuk Dirampok
activity_state.criminal.storage_robbery.go_to,Pergi Merampok Gudang
activity_state.criminal.storage_robbery.process,Merampok Gudang
activity_state.dead,Mati
activity_state.deep_social.go_to,Pergi Bersosialisasi
activity_state.deep_social.process,Bersosialisasi
activity_state.deep_social.waiting,Menunggu Seseorang untuk Diajak Bicara
activity_state.dice_of_fate.go_to,Pergi Meramal dengan Tulang
activity_state.dice_of_fate.process,Meramal dengan Tulang
activity_state.dreaming.go_to,Pergi Melamun
activity_state.dreaming.process,Melamun
activity_state.drinking.go_to,Pergi Minum Bir
activity_state.drinking.process,Minum Bir
activity_state.drinking_nectar.go_to,Pergi Minum Nektar
activity_state.drinking_nectar.process,Minum Nektar
activity_state.eating.go_to,Pergi Makan
activity_state.eating.process,Makan
activity_state.fight_trainer.go_to,Pergi Mengawasi Latihan
activity_state.fight_trainer.process,Mengawasi Latihan
activity_state.fight_training.go_to,Pergi Berlatih
activity_state.fight_training.waiting,Menunggu Mitra Sparring
activity_state.finish_off_enemy,Menyelesaikan Musuh
activity_state.firefight.go_to,Berlari Memadamkan Api
activity_state.firefight.process,Memadamkan Api
activity_state.game_of_dice.go_to,Pergi Bermain Dadu
activity_state.game_of_dice.process,Bermain Dadu
activity_state.game_of_dice.waiting,Menunggu Lawan
activity_state.home_pray.go_to,Pergi Berdoa di Rumah
activity_state.inspector.go_to,Pergi Inspeksi
activity_state.inspector.process,Melakukan Inspeksi
activity_state.leaving_to_forest.go_to,Meninggalkan Pemukiman
activity_state.music.listen.go_to,Pergi Mendengarkan Musik
activity_state.music.listen.process,Mendengarkan Musik
activity_state.music.play.go_to,Pergi Bermain Musik
activity_state.music.play.process,Bermain Musik
activity_state.nothing,Tidak Melakukan Apa-apa
activity_state.order.attack,Menyerang {name}
activity_state.order.building_burning.go_to,Pergi Membakar {building}
activity_state.order.building_burning.process,Membakar {building}
activity_state.order.building_robbery.go_to,Pergi Merampok {building}
activity_state.order.building_robbery.process,Merampok {building}
activity_state.order.follow,Mengejar {name}
activity_state.order.moving,Maju
activity_state.order.travel_prepare.go_to,Maju untuk Bekal
activity_state.order.travel_prepare.process,Mengambil Bekal
activity_state.pain_shock,Tidak Sadar karena Syok Nyeri
activity_state.patrol,Berpatroli
activity_state.punish_watching.go_to,Pergi Menonton Hukuman
activity_state.punish_watching.process,Menonton Hukuman
activity_state.punish.go_to,Memimpin Kriminal
activity_state.punish.process,Melaksanakan Hukuman
activity_state.punish.search,Pergi Mengejar Kriminal
activity_state.punish.target.go_to,Pergi ke Runtunan
activity_state.punish.target.waiting,Menunggu Hukuman
activity_state.punish.witness.go_to,Pergi Menginterogasi Saksi
activity_state.punish.witness.process,Menginterogasi Saksi
activity_state.punish.witness.target.process,Memberi Kesaksian
activity_state.punish.work_wait,Menunggu Pekerjaan
activity_state.punish.intimidate,Pergi Mengintimidasi
activity_state.intimidate.process,Mengintimidasi
activity_state.retreat,Melarikan Diri
activity_state.rtm.go_to,Pergi Mengambil Sumber Daya
activity_state.rtm.process,Memindahkan Sumber Daya
activity_state.salary.go_to,Pergi Mengambil Upah
activity_state.sex.go_to,Pergi Berhubungan Seks
activity_state.sex.process,Berhubungan Seks
activity_state.sex.waiting,Menunggu Pasangan
activity_state.shopping.go_to,Pergi ke Pasar
activity_state.shopping.process,Membeli Barang
activity_state.sick_visit.go_to,Pergi Mengunjungi Orang Sakit
activity_state.sick_visit.process,Mengunjungi Orang Sakit
activity_state.sick_visit.target.process,Senang atas Kunjungan
activity_state.sick_visit.target.waiting,Menunggu Kunjungan
activity_state.skill_training.go_to,Pergi Berlatih {skill_name}
activity_state.skill_training.process,Melatih {skill_name}
activity_state.sleeping.fatigue.process,Tidur karena Kehabisan Tenaga
activity_state.sleeping.go_to,Pergi Tidur
