Key,Russian,English,Comments,Timestamp,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian
opinion_mind.my_teacher,Мой учитель,My teacher,,,My teacher,Můj učitel,Meu professor,Mi maestro,Naucza mnie,我的导师,我的導師,教師,내 교사,Unterrichtet mich,Mon/ma mentor,Il mio insegnante,Öğretmenim,A mentorom,Мій вчитель
opinion_mind.dictator_habits,Диктаторские замашки,Dictatorial tendencies,,,Dictatorial tendencies,Diktátorské sklony,Tendências ditatoriais,Tendencias dictatoriales,Zapędy dyktatorskie,独裁倾向,有獨裁傾向,独裁的傾向,독재자 성향,Diktatorische Tendenzen,Tendances dictatoriales,Inclinazioni dittatoriali,Diktatörlüğe yatkınlık,Diktatórikus tendenciái vannak,Диктаторські замашки
opinion_mind.threatened_me,Угрожал мне,Threatened me,,,Threatened me,Vyhrožovali mi,Ameaçou-me,Me ha amenazado,Grożono mi,威胁了我,威脅了我,脅した,나를 위협했음,Bedrohte mich,A proféré des menaces à mon encontre,Mi ha minacciato,Beni tehdit etti,Megfenyegetett,Погрожує мені
opinion_mind.crime_criminal_not_punished,Преступник не наказан,A criminal goes unpunished,,,A criminal goes unpunished,Nepotrestaný zločin,Um criminoso ficou impune,Un criminal no recibe ningún castigo,Przestępca jest bezkarny,罪犯逍遥法外,有罪犯逍遙法外,犯罪者が罪を逃れる,처벌받지 않은 범죄자,Ein Verbrecher bleibt ungestraft,Un criminel qui ne sera pas puni,Un criminale è rimasto impunito,Bir suçlu cezalandırılmıyor,Nem büntetett meg egy bűnözőt,Злочинець уникнув кари
opinion_mind.friend_of_my_child,Друг ребенка,Child's friend,,,Child's friend,Přítel dítěte,Amigo de meu filho,Amigo del infante,Przyjaciel dziecka,孩子的朋友,子女的朋友,子供の友人,아이의 친구,Mit meinem Kind befreundet,Ami·e de l'enfant,Amico della prole,Çocuğun arkadaşı,A gyermekem barátja,Друг дитини
opinion_mind.best_friend_of_my_child,Лучший друг ребенка,Child's best friend,,,Child's best friend,Nejlepší přítel dítěte,Melhor amigo de meu filho,Mejor amigo del infante,Najlepszy przyjaciel dziecka,孩子的挚友,子女最要好的朋友,子供の親友,아이의 가장 친한 친구,Bester Freund meines Kindes,Meilleur·e ami·e de l'enfant,Migliore amico della prole,Çocuğun en yakın arkadaşı,A gyermekem legjobb barátja,Найкращий друг дитини
opinion_mind.enemy_of_my_child,Враг ребенка,Child's enemy,,,Child's enemy,Nepřítel dítěte,Inimigo de meu filho,Enemigo del infante,Wróg dziecka,孩子的敌人,子女的敵人,子供の敵,아이의 적,Mit meinem Kind verfeindet,Ennemi·e de l'enfant,Nemico della prole,Çocuğun düşmanı,A gyermekem ellensége,Ворог дитини
opinion_mind.worst_enemy_of_my_child,Злейший враг ребенка,Child's deadliest enemy,,,Child's deadliest enemy,Úhlavní nepřítel dítěte,Inimigo mortal de meu filho,Enemigo mortal del infante,Największy wróg dziecka,孩子的死敌,子女的死敵,子供の最大の敵,아이의 불구대천의 적,Todfeind meines Kindes,Pire ennemi·e de l'enfant,Nemico mortale della prole,Çocuğun ölümcül düşmanı,A gyermekem leghalálosabb ellensége,Запеклий ворог дитини
opinion_mind.friend_of_my_spouce,Друг супруга,Spouse's friend,,,Spouse's friend,Přítel partnera,Amigo do meu cônjuge,Amigo del cónyuge,Przyjaciel męża/żony,配偶的朋友,配偶的朋友,配偶者の友人,배우자의 친구,Mit meinem Partner befreundet,Ami·e de l'époux·se,Amico del coniuge,Eşin arkadaşı,A házastársam barátja,Друг подружжя
opinion_mind.best_friend_of_my_spouce,Лучший друг супруга,Spouse's best friend,,,Spouse's best friend,Nejlepší přítel partnera,Melhor amigo do meu cônjuge,Mejor amigo del cónyuge,Najlepszy przyjaciel męża/żony,配偶的挚友,配偶最要好的朋友,配偶者の親友,배우자의 가장 친한 친구,Bester Freund meines Partners,Meilleur·e ami·e de l'époux·se,Migliore amico del coniuge,Eşin en yakın arkadaşı,A házastársam legjobb barátja,Найкращий друг подружжя
opinion_mind.enemy_of_my_spouce,Враг супруга,Spouse's enemy,,,Spouse's enemy,Nepřítel partnera,Inimigo do meu cônjuge,Enemigo del cónyuge,Wróg męża/żony,配偶的敌人,配偶的敵人,配偶者の敵,배우자의 적,Mit meinem Partner verfeindet,Ennemi·e de l'époux·se,Nemico del coniuge,Eşin düşmanı,A házastársam ellensége,Ворог подружжя
opinion_mind.worst_enemy_of_my_spouce,Злейший враг супруга,Spouse's deadliest enemy,,,Spouse's deadliest enemy,Úhlavní nepřítel partnera,Inimigo mortal do meu cônjuge,Enemigo mortal del cónyuge,Największy wróg męża/żony,配偶的死敌,配偶的死敵,配偶者の最大の敵,배우자의 불구대천의 적,Todfeind meines Partners,Pire ennemi·e de l'époux·se,Nemico mortale del coniuge,Eşin ölümcül düşmanı,A házastársam leghalálosabb ellensége,Запеклий ворог подружжя
opinion_mind.sex_with_other,Моя любовь переспала с другим,My love slept with someone else,,,My love slept with someone else,Moje láska se vyspala s někým jiným,Meu amor me traiu na cama,Mi amor se ha acostado con otro,Moja miłość spała z kimś innym,我的爱人和别人上床了,愛人和別人有一腿,愛する人が他人と寝た,사랑하는 사람이 다른 사람과 동침함,Meine Liebe schlief mit jemand anderem,Mon amour a couché avec quelqu'un d'autre,La mia dolce metà è andata a letto con altri,Sevgilim başka biriyle beraber oldu,A szerelmem mással hált,Моє кохання спало з кимось іншим
opinion_mind.caring_parent,Заботливый родитель,Caring parent,,,Caring parent,Milující rodič,Pai carinhoso,Progenitor cariñoso,Opiekuńczy rodzic,关爱孩子的父母,愛我的父母,思いやりのある親,돌보는 부모,Fürsorglicher Elternteil,Parent attentionné,Genitore amorevole,İlgili ebeveyn,Gondoskodó szülő,Дбайливі батько/мати
opinion_mind.good_child,Послушный отпрыск,Obedient offspring,,,Obedient offspring,Poslušný potomek,Filhos obedientes,Descendencia obediente,Posłuszne dziecko,顺从的后代,乖巧的子女,従順な子孫,순종적인 자녀,Gehorsamer Nachwuchs,Descendance obéissante,Prole obbediente,İtaatkâr evlat,Engedelmes gyerek,Слухняна дитина
opinion_mind.start_friend,Старый союзник,Old ally,,,Old ally,Starý spojenec,Aliado antigo,Antiguo aliado,Stary sojusznik,老盟友,老朋友,古き同盟,옛 동맹,Alter Verbündeter,Camarade de longue date,Alleanza di vecchia data,Eski müttefik,Régi szövetséges,Старий друг
opinion_mind.start_sympathy,Симпатия,Sympathy,,,Sympathy,Sympatie,Simpatia,Simpatía,Sympatia,同情,志同道合,共感,공감,Sympathie,Sympathie,Solidarietà,Sempati,Rokonszenv,Симпатизує
opinion_mind.start_dislike,Неприязнь,Antipathy,,,Antipathy,Antipatie,Antipatia,Antipatía,Antypatia,反感,看不順眼,反感,반감,Abneigung,Antipathie,Avversione,Antipati,Ellenszenv,Антипатія
opinion_mind.start_enemy,Заклятый враг,Sworn enemy,,,Sworn enemy,Zapřisáhlý nepřítel,Inimigo jurado,Enemigo jurado,Zaprzysiężony wróg,宿敌,勢不兩立,宿敵,평생의 적,Erzfeind,Ennemi·e juré·e,Rivalità giurata,Baş düşman,Esküdt ellenség,Заклятий ворог
opinion_mind.too_smart,Слишком умный,Too clever,,,Too clever,Přílišná chytrost,Perspicácia extrema,Demasiado inteligente,Zbyt duży spryt,过于聪明,太聰明,賢すぎる,지나치게 똑똑함,Zu klug,Intelligence supérieure,Troppo intelligente,Çok zeki,Túl eszes,Завелика кмітливість
opinion_mind.sinner,Грешник (Фанатизм),Sinner (Fanaticism),,,Sinner (Fanaticism),Hříšník (fanatismus),Pecador (Fanatismo),En pecado (fanatismo),Grzechy (fanatyzm),罪人（狂热）,罪人（狂熱主義）,罪人 (狂信),죄인(광신),Sünder (Fanatismus),Coupable de péchés (fanatisme),Peccato (fanatismo),Günahkâr (Fanatizm),Bűnös (fanatizmus),Грішність (фанатизм)
opinion_mind.was_punished,Был наказан,Was punished,,,Was punished,Oběť trestu,Recebeu punição,Ha recibido un castigo,Ukarano,受到了惩罚,受到責罰,処罰された,처벌받음,Wurde bestraft,A subi un châtiment,Ha ricevuto un castigo,Cezalandırıldı,Megbüntették,Зазнає кари
opinion_mind.trade_with_enemy,Торговал с моим врагом,Traded with my enemy,,,Traded with my enemy,Obchod s mým nepřítelem,Comerciou com meu inimigo,Ha comerciado con mi enemigo,Handluje z wrogiem,与我的敌人交易,與敵國貿易,敵と貿易を行った,내 적과 거래함,Trieb Handel mit meinem Feind,A fait du commerce avec mon ennemi,Ha commerciato con il nemico,Düşmanımla ticaret yaptı,Kereskedett az ellenségemmel,Торгує з моїм ворогом
opinion_mind.dont_kill_bandits,Не уничтожил бандитов,Failed to eliminate bandits,,,Failed to eliminate bandits,Neschopnost zlikvidovat zbojníky,Falhou em derrotar bandidos,No ha podido eliminar a los bandidos,Odmówiono eliminacji bandytów,未能消灭强盗,未剿滅劫匪,盗賊の撲滅に失敗した,도적단 섬멸에 실패함,Konnte die Banditen nicht besiegen,A échoué à tuer les bandits,Non ha eliminato i fuorilegge,Haydutları haklayamadı,Nem verte szét a banditákat,Не може знищити розбійників
opinion_mind.kill_not_own_bandits,Лезет не в свое дело,Meddles in others' affairs,,,Meddles in others' affairs,Plete se do záležitostí ostatních,Mete-se na vida dos outros,Se inmiscuye en los asuntos de otros,Wtyka nos w nie swoje sprawy,干涉他人事务,干涉他國內政,他人のことに口を出す,다른 사람 일에 참견함,Mischt sich in fremde Angelegenheiten ein,Se mêle des affaires des autres,Si immischia negli affari altrui,Başkalarının işine burnunu sokuyor,Mások ügyeibe ártja magát,Втручається в чужі справи
,,Attempted to kill a subject,,,Attempted to kill a subject,Pokus o zabití poddaného,,Ha intentado matar a un súbdito,Próba zabicia jednego z poddanych,,,,,,,,,Megpróbálta megölni az egyik alattvalóját,Спроба вбити підданого
opinion_mind.killed_my_friend,Убил моего друга,Killed my friend,,,Killed my friend,Zabili mi přítele,Matou meu amigo,Ha matado a mi amigo,Zabito przyjaciela,杀了我的朋友,殺了我的朋友,友人を殺した,내 친구를 죽임,Tötete meinen Freund,A tué mon ami·e,Ha ucciso un amico,Arkadaşımı öldürdü,Megölte a barátomat,Вбиває мого друга
opinion_mind.killed_my_enemy,Убил моего врага,Killed my enemy,,,Killed my enemy,Zabili mi nepřítele,Matou meu inimigo,Ha matado a mi enemigo,Zabito wroga,杀了我的敌人,殺了我的敵人,敵を殺した,내 적을 죽임,Tötete meinen Feind,A tué mon ennemi·e,Ha ucciso un nemico,Düşmanımı öldürdü,Megölte az ellenségemet,Вбиває мого ворога
opinion_mind.first_night_together,Первая ночь вместе,First night together,,,First night together,První společná noc,Primeira noite juntos,Primera noche juntos,Pierwsza wspólna noc,第一次一起过夜,共度了初夜,初夜を共にした,같이 보내는 첫 번째 밤,Erste gemeinsame Nacht,Première nuit ensemble,Prima notte insieme,Birlikte ilk gece,Első együtt töltött éjszaka,Перша ніч разом
opinion_mind.loot_vassal_village,Разграбил деревню вассала,Plundered a vassal's village,,,Plundered a vassal's village,Vydrancovali vazalskou vesnici,Pilhou uma vila vassala,Ha saqueado el pueblo de un vasallo,Splądrowano wioskę wasala,掠夺了附庸的村庄,洗劫了附庸的村莊,従属国の村を略奪した,봉신의 마을을 약탈함,Plünderte das Dorf eines Vasallen,A pillé un village vassal,Saccheggio di villaggio del vassallo,Vasalın köyünü yağmaladı,Kifosztotta egy vazallusa faluját,Розграбовано село васала
,,,,,,,,,,,,,,,,,,,
opinion_mind.trade_with_me,Успешная сделка,Successful deal,,,Successful deal,Úspěšná dohoda,Negócio bem-sucedido,Trato fructífero,Udana umowa handlowa,成功的交易,交易成功了,うまくいった取引,성공적인 거래,Erfolgreicher Handel,Accord couronné de succès,Accordo fruttuoso,Başarılı anlaşma,Sikeres üzlet,Успішна угода
opinion_mind.victorious_generosity,Великодушие победителя,Generosity of the victor,,,Generosity of the victor,Štědrost vítěze,Generosidade do vencedor,Generosidad del vencedor,Wielkoduszność zwycięzcy,胜利者的慷慨,勝者的寬容,勝者の寛大さ,승자의 아량,Großzügigkeit des Siegers,Générosité du vainqueur,Generosità del vincitore,Galibin cömertliği,A győztes nagylelkűsége,Щедрість переможця
opinion_mind.knocked_up_my_daughter,Обрюхатил мою дочь,Impregnated my daughter,,,Impregnated my daughter,Přivedli dceru do jiného stavu,Engravidou minha filha,Ha dejado a mi hija embarazada,Zapłodniono moją córkę,使我的女儿怀孕,讓我女兒懷孕了,娘をはらませた,내 딸을 임신시킴,Schwängerte meine Tochter,A fécondé ma fille,Ha messo incinta mia figlia,Kızımı hamile bıraktı,Teherbe ejtette a lányom,Зробив мою дочку вагітною
opinion_mind.rebelled_against_kin,Восстал против своего короля,Rose against their own king,,,Rose against their own king,Povstání proti vlastnímu králi,Rebelou-se contra o próprio rei,Se ha alzado contra su propio monarca,Zbuntowano się wobec króla,反抗他们自己的君王,起義反抗自己的君王,自国の王に反旗を翻す,자기 왕에게 반역함,Erhob sich gegen den eigenen König,S'est rebellé·e contre son propre monarque,Ribellione contro il monarca,Kendi hükümdarına karşı geldi,Felkelt a saját uralkodója ellen,Повстає проти мого монарха
opinion_mind.traitors_slander,Клевета перебежчиков,Slander of turncoats,,,Slander of turncoats,Pomlouvání přeběhlíků,Difamação dos desertores,Calumnia de traidores,Oszczerstwo zdrajców,对叛徒的诽谤,叛徒的誹謗,裏切り者の誹謗,변절자의 중상모략,Verleumdung von Verrätern,Calomnie des renégats,Calunnia di traditori,Döneklerin iftirası,Köpönyegforgatók rágalmai,Наклеп на перебіжчиків
